model,region,sale_month,monthly_revenue,monthly_units
X5,Africa,2026-05-01,878207.88,11
X5,Africa,2026-06-01,2155718.5,28
X5,Africa,2026-07-01,2040647.75,26
X5,Africa,2026-08-01,807063.8,10
X5,Africa,2026-09-01,928794.08,12
X5,Africa,2026-10-01,643068.28,8
X5,Africa,2026-11-01,726054.57,9
X5,Asia,2024-01-01,9632784.52,122
X5,Asia,2024-02-01,12739599.02,163
X5,Asia,2024-03-01,11831829.76,151
X5,Asia,2024-04-01,8970106.52,114
X5,Asia,2024-05-01,5655566.7,73
X5,Asia,2024-06-01,11838412.33,150
X5,Asia,2024-07-01,6190218.78,79
X5,Asia,2024-08-01,14664526.81,191
X5,Asia,2024-09-01,11284065.370000001,147
X5,Asia,2024-10-01,9044110.28,117
X5,Asia,2024-11-01,5114140.42,67
X5,Asia,2024-12-01,15006357.219999999,194
X5,Asia,2025-01-01,14149309.969999999,180
X5,Asia,2025-02-01,12484527.71,158
X5,Asia,2025-03-01,17117563.22,219
X5,Asia,2025-04-01,15677463.12,200
X5,Asia,2025-05-01,16308962.33,208
X5,Asia,2025-06-01,15544860.18,200
X5,Asia,2025-07-01,10715570.93,141
X5,Asia,2025-08-01,6831522.4,89
X5,Asia,2025-09-01,17351828.19,221
X5,Asia,2025-10-01,10866901.88,140
X5,Asia,2025-11-01,10436580.08,134
X5,Asia,2025-12-01,7159190.24,92
X5,Asia,2026-01-01,18401127.05,236
X5,Asia,2026-02-01,11057931.48,143
X5,Asia,2026-03-01,17047629.07,219
X5,Asia,2026-04-01,10206771.9,133
X5,Asia,2026-05-01,6600706.26,85
X5,Asia,2026-06-01,8896123.879999999,113
X5,Asia,2026-07-01,13424916.23,170
X5,Asia,2026-08-01,11594852.76,147
X5,Asia,2026-09-01,12318828.11,159
X5,Asia,2026-10-01,14003052.91,178
X5,Asia,2026-11-01,13147739.95,170
X5,Asia,2026-12-01,15185928.5,192
X5,Europe,2024-01-01,7902527.81,102
X5,Europe,2024-02-01,12660996.600000001,161
X5,Europe,2024-03-01,13129722.03,169
X5,Europe,2024-04-01,10209402.34,132
X5,Europe,2024-05-01,7739826.899999999,99
X5,Europe,2024-06-01,6246530.15,82
X5,Europe,2024-07-01,12662351.22,163
X5,Europe,2024-08-01,11785849.35,152
X5,Europe,2024-09-01,4181301.6200000006,54
X5,Europe,2024-10-01,5550819.02,72
X5,Europe,2024-11-01,8593793.1,111
X5,Europe,2024-12-01,7563774.79,98
X5,Europe,2025-01-01,8092601.71,103
X5,Europe,2025-02-01,6431941.09,81
X5,Europe,2025-03-01,15414121.200000001,202
X5,Europe,2025-04-01,7041669.07,90
X5,Europe,2025-05-01,6428557.74,83
X5,Europe,2025-06-01,5168351.75,65
X5,Europe,2025-07-01,7044034.4,90
X5,Europe,2025-08-01,12718695.14,162
X5,Europe,2025-09-01,7516965.68,95
X5,Europe,2025-10-01,10579664.9,135
X5,Europe,2025-11-01,5212505.8,68
X5,Europe,2025-12-01,7950964.4,103
X5,Europe,2026-01-01,7844947.55,100
X5,Europe,2026-02-01,5103341.3100000005,64
X5,Europe,2026-03-01,10236206.18,132
X5,Europe,2026-04-01,15559147.83,200
X5,Europe,2026-05-01,11267735.01,146
X5,Europe,2026-06-01,5538482.8100000005,70
X5,Europe,2026-07-01,6088798.98,78
X5,Europe,2026-08-01,7820225.470000001,101
X5,Europe,2026-09-01,6750315.25,86
X5,Europe,2026-10-01,11587224.79,150
X5,Europe,2026-11-01,6196815.13,78
X5,Europe,2026-12-01,8747240.75,112
X5,Middle East,2024-01-01,2919603.7199999997,37
X5,Middle East,2024-02-01,4659541.97,60
X5,Middle East,2024-03-01,1719689.72,22
X5,Middle East,2024-04-01,7573639.8100000005,96
X5,Middle East,2024-05-01,5578216.87,71
X5,Middle East,2024-06-01,807649.7999999999,10
X5,Middle East,2024-07-01,3606311.54,47
X5,Middle East,2024-08-01,3996090.76,51
X5,Middle East,2024-09-01,3343615.86,42
X5,Middle East,2024-10-01,2332272.8,30
X5,Middle East,2024-11-01,4374386.63,56
X5,Middle East,2024-12-01,309190.4,4
X5,Middle East,2025-01-01,2819335.0300000003,36
X5,Middle East,2025-02-01,589138.56,8
X5,Middle East,2025-03-01,4386408.33,58
X5,Middle East,2025-04-01,4593079.83,59
X5,Middle East,2025-05-01,5532714.9,70
X5,Middle East,2025-06-01,3734060.8699999996,47
X5,Middle East,2025-07-01,5139758.1899999995,66
X5,Middle East,2025-08-01,4807894.3,60
X5,Middle East,2025-09-01,3188825.42,42
X5,Middle East,2025-10-01,4670802.5,59
X5,Middle East,2025-11-01,3338445.8200000003,43
X5,Middle East,2025-12-01,6301621.17,82
X5,Middle East,2026-01-01,4169253.24,54
X5,Middle East,2026-02-01,1791369.47,23
X5,Middle East,2026-03-01,7685242.2,100
X5,Middle East,2026-04-01,7153632.4399999995,92
X5,Middle East,2026-05-01,3338843.6899999995,41
X5,Middle East,2026-06-01,10475874.75,136
X5,Middle East,2026-07-01,1957195.82,25
X5,Middle East,2026-08-01,1411051.03,19
X5,Middle East,2026-09-01,3989003.02,50
X5,Middle East,2026-10-01,5304377.33,67
X5,Middle East,2026-11-01,4776803.36,62
X5,Middle East,2026-12-01,4010382.6,51
X5,North America,2024-01-01,6543616.0,84
X5,North America,2024-02-01,10062811.32,129
X5,North America,2024-03-01,10623542.2,138
X5,North America,2024-04-01,8819965.18,114
X5,North America,2024-05-01,7975723.64,100
X5,North America,2024-06-01,7982425.2700000005,103
X5,North America,2024-07-01,8750455.15,112
X5,North America,2024-08-01,8890517.17,113
X5,North America,2024-09-01,5779799.44,74
X5,North America,2024-10-01,8305408.47,107
X5,North America,2024-11-01,6766760.38,87
X5,North America,2024-12-01,6880677.66,87
X5,North America,2025-01-01,5945998.489999999,75
X5,North America,2025-02-01,6949740.3,91
X5,North America,2025-03-01,9075122.61,116
X5,North America,2025-04-01,8663921.14,113
X5,North America,2025-05-01,15320972.93,197
X5,North America,2025-06-01,14673162.43,188
X5,North America,2025-07-01,7695769.49,98
X5,North America,2025-08-01,7271648.33,93
X5,North America,2025-09-01,8328476.13,107
X5,North America,2025-10-01,6234399.32,80
X5,North America,2025-11-01,11538700.02,147
X5,North America,2025-12-01,6674687.22,87
X5,North America,2026-01-01,8908940.24,118
X5,North America,2026-02-01,8871977.25,116
X5,North America,2026-03-01,14320788.309999999,184
X5,North America,2026-04-01,8688989.9,112
X5,North America,2026-05-01,14230906.26,183
X5,North America,2026-06-01,11189275.209999999,142
X5,North America,2026-07-01,12321073.59,159
X5,North America,2026-08-01,7099873.24,91
X5,North America,2026-09-01,10781780.34,136
X5,North America,2026-10-01,10601597.73,136
X5,North America,2026-11-01,6414634.02,82
X5,North America,2026-12-01,6437361.04,80
X5,Oceania,2024-01-01,5084219.8,66
X5,Oceania,2024-02-01,4497112.390000001,59
X5,Oceania,2024-03-01,928813.8300000001,12
X5,Oceania,2024-04-01,2501689.1999999997,32
X5,Oceania,2024-05-01,2957701.0,40
X5,Oceania,2024-06-01,1859376.58,23
X5,Oceania,2024-07-01,2636965.58,33
X5,Oceania,2024-08-01,3242127.92,42
X5,Oceania,2024-09-01,2770811.22,35
X5,Oceania,2024-10-01,1014179.9,13
X5,Oceania,2024-11-01,1397015.24,18
X5,Oceania,2024-12-01,1108444.1,14
X5,Oceania,2025-01-01,2239839.9299999997,28
X5,Oceania,2025-02-01,1141851.3900000001,15
X5,Oceania,2025-03-01,989972.1399999999,13
X5,Oceania,2025-04-01,2824406.14,36
X5,Oceania,2025-05-01,2266390.89,29
X5,Oceania,2025-06-01,3308908.04,42
X5,Oceania,2025-07-01,2702703.98,34
X5,Oceania,2025-08-01,2709918.8099999996,35
X5,Oceania,2025-09-01,1505871.6600000001,19
X5,Oceania,2025-10-01,2245276.23,29
X5,Oceania,2025-11-01,1930963.49,25
X5,Oceania,2025-12-01,3402717.08,44
X5,Oceania,2026-01-01,1529657.7000000002,20
X5,Oceania,2026-02-01,3131957.98,39
X5,Oceania,2026-03-01,4095359.2800000003,52
X5,Oceania,2026-04-01,5334345.71,67
X5,Oceania,2026-05-01,1744209.2599999998,22
X5,Oceania,2026-06-01,3603399.12,46
X5,Oceania,2026-07-01,3510010.83,44
X5,Oceania,2026-08-01,1894046.6,24
X5,Oceania,2026-09-01,2940333.2,38
X5,Oceania,2026-10-01,3073756.6100000003,39
X5,Oceania,2026-11-01,4045353.23,52
X5,Oceania,2026-12-01,2006041.28,26
X7,Africa,2024-04-01,115541.83,1
X7,Africa,2024-05-01,228680.76,2
X7,Africa,2024-06-01,812719.0499999999,7
X7,Africa,2024-07-01,117660.15,1
X7,Africa,2024-09-01,1044376.5800000001,9
X7,Africa,2024-10-01,338908.19999999995,3
X7,Africa,2025-01-01,342810.30000000005,3
X7,Africa,2025-02-01,336004.71,3
X7,Africa,2025-03-01,122277.67,1
X7,Africa,2025-04-01,231409.9,2
X7,Africa,2025-05-01,113601.44,1
X7,Africa,2025-06-01,329025.51,3
X7,Africa,2025-08-01,235835.1,2
X7,Africa,2025-09-01,116505.83,1
X7,Africa,2025-11-01,112449.95,1
X7,Africa,2025-12-01,237078.94,2
X7,Africa,2026-05-01,114434.5,1
X7,Africa,2026-06-01,234744.26,2
X7,Africa,2026-08-01,113633.37,1
X7,Africa,2026-09-01,339297.39,3
X7,Africa,2026-10-01,231471.06,2
X7,Africa,2026-12-01,236134.1,2
X7,Asia,2024-01-01,2191149.87,19
X7,Asia,2024-02-01,562920.4199999999,5
X7,Asia,2024-03-01,1572549.87,14
X7,Asia,2024-04-01,1120977.75,10
X7,Asia,2024-05-01,901479.42,8
X7,Asia,2024-06-01,586930.97,5
X7,Asia,2024-07-01,1842537.91,16
X7,Asia,2024-08-01,1747817.34,15
X7,Asia,2024-09-01,1961728.8,17
X7,Asia,2024-10-01,3542150.66,31
X7,Asia,2024-11-01,795562.27,7
X7,Asia,2024-12-01,569194.51,5
X7,Asia,2025-01-01,4937891.07,43
X7,Asia,2025-02-01,1104701.26,10
X7,Asia,2025-03-01,3545680.12,31
X7,Asia,2025-04-01,1424684.49,12
X7,Asia,2025-05-01,2954888.49,26
X7,Asia,2025-06-01,2307255.9699999997,20
X7,Asia,2025-07-01,1797771.33,16
X7,Asia,2025-08-01,1194637.45,10
X7,Asia,2025-09-01,2459501.42,21
X7,Asia,2025-10-01,2339419.11,20
X7,Asia,2025-11-01,2234683.74,20
X7,Asia,2025-12-01,697202.0,6
X7,Asia,2026-01-01,1487931.1400000001,13
X7,Asia,2026-02-01,1613781.3800000001,14
X7,Asia,2026-03-01,3218183.51,28
X7,Asia,2026-04-01,4113897.55,36
X7,Asia,2026-05-01,5467209.79,48
X7,Asia,2026-06-01,4461714.97,38
X7,Asia,2026-07-01,2904659.5900000003,26
X7,Asia,2026-08-01,2755711.31,24
X7,Asia,2026-09-01,4577433.2,39
X7,Asia,2026-10-01,3087385.9800000004,27
X7,Asia,2026-11-01,1701868.34,15
X7,Asia,2026-12-01,582021.28,5
X7,Europe,2024-01-01,814118.1799999999,7
X7,Europe,2024-02-01,1624346.94,14
X7,Europe,2024-03-01,1299170.04,11
X7,Europe,2024-04-01,220171.4,2
X7,Europe,2024-05-01,339317.07,3
X7,Europe,2024-06-01,1391821.78,12
X7,Europe,2024-07-01,1621224.87,14
X7,Europe,2024-08-01,2435130.08,22
X7,Europe,2024-09-01,893802.11,8
X7,Europe,2024-10-01,1766985.73,15
X7,Europe,2024-11-01,1147226.58,10
X7,Europe,2024-12-01,1142039.78,10
X7,Europe,2025-01-01,2919170.95,26
X7,Europe,2025-02-01,1909733.75,17
X7,Europe,2025-03-01,2209837.02,19
X7,Europe,2025-04-01,1702844.01,15
X7,Europe,2025-05-01,1941346.44,17
X7,Europe,2025-06-01,2102106.83,18
X7,Europe,2025-07-01,2266310.23,20
X7,Europe,2025-08-01,2230834.84,19
X7,Europe,2025-09-01,807393.2,7
X7,Europe,2025-10-01,1268386.15,11
X7,Europe,2025-11-01,1527516.54,13
X7,Europe,2025-12-01,796033.6399999999,7
X7,Europe,2026-01-01,1235317.5,11
X7,Europe,2026-02-01,1344810.31,12
X7,Europe,2026-03-01,1178646.8,10
X7,Europe,2026-04-01,2544628.98,23
X7,Europe,2026-05-01,997710.6199999999,9
X7,Europe,2026-06-01,808726.12,7
X7,Europe,2026-07-01,3178798.4499999997,28
X7,Europe,2026-08-01,3997087.0,34
X7,Europe,2026-09-01,1276439.49,11
X7,Europe,2026-10-01,1712090.25,15
X7,Europe,2026-11-01,1929098.17,17
X7,Europe,2026-12-01,1009010.8999999999,9
X7,Middle East,2024-01-01,473300.0,4
X7,Middle East,2024-02-01,219213.26,2
X7,Middle East,2024-03-01,1264684.2599999998,11
X7,Middle East,2024-04-01,1369837.92,12
X7,Middle East,2024-05-01,1045369.0,9
X7,Middle East,2024-06-01,1379477.6800000002,12
X7,Middle East,2024-07-01,2327601.58,20
X7,Middle East,2024-08-01,455245.41,4
X7,Middle East,2024-09-01,112746.17,1
X7,Middle East,2024-10-01,226045.04,2
X7,Middle East,2024-11-01,567569.19,5
X7,Middle East,2024-12-01,556601.15,5
X7,Middle East,2025-01-01,471447.99,4
X7,Middle East,2025-02-01,221401.72,2
X7,Middle East,2025-03-01,116048.71,1
X7,Middle East,2025-04-01,1398330.0,12
X7,Middle East,2025-05-01,927121.4,8
X7,Middle East,2025-06-01,2246492.01,19
X7,Middle East,2025-07-01,356241.18,3
X7,Middle East,2025-08-01,1020403.46,9
X7,Middle East,2025-09-01,953469.03,8
X7,Middle East,2025-10-01,332703.57,3
X7,Middle East,2025-12-01,558593.99,5
X7,Middle East,2026-01-01,996270.02,9
X7,Middle East,2026-02-01,1128114.33,10
X7,Middle East,2026-04-01,1025278.0599999999,9
X7,Middle East,2026-05-01,1031028.5999999999,9
X7,Middle East,2026-06-01,930495.99,8
X7,Middle East,2026-07-01,1146374.4000000001,10
X7,Middle East,2026-08-01,867463.7000000001,7
X7,Middle East,2026-09-01,1266533.39,11
X7,Middle East,2026-10-01,465687.2,4
X7,Middle East,2026-11-01,800751.9,7
X7,Middle East,2026-12-01,1119727.79,10
X7,North America,2024-01-01,2349955.18,20
X7,North America,2024-02-01,4004055.12,35
X7,North America,2024-03-01,4300340.2299999995,37
X7,North America,2024-05-01,1382417.06,12
X7,North America,2024-06-01,457092.31000000006,4
X7,North America,2024-07-01,1666320.19,15
X7,North America,2024-08-01,1375303.42,12
X7,North America,2024-09-01,1125191.32,10
X7,North America,2024-10-01,1899542.75,17
X7,North America,2024-11-01,1588947.1,14
X7,North America,2024-12-01,1137542.94,10
X7,North America,2025-01-01,995874.41,9
X7,North America,2025-02-01,1005328.16,9
X7,North America,2025-03-01,2769620.4699999997,24
X7,North America,2025-04-01,4154223.63,36
X7,North America,2025-05-01,3726446.45,32
X7,North America,2025-06-01,1061364.84,9
X7,North America,2025-07-01,2731638.38,24
X7,North America,2025-08-01,1800585.07,16
X7,North America,2025-09-01,691746.1799999999,6
X7,North America,2025-10-01,1864977.87,16
X7,North America,2025-11-01,2431727.81,21
X7,North America,2025-12-01,697683.94,6
X7,North America,2026-01-01,1623308.37,14
X7,North America,2026-02-01,1934698.59,17
X7,North America,2026-03-01,2097980.92,18
X7,North America,2026-04-01,3922297.4299999997,34
X7,North America,2026-05-01,1406862.9300000002,12
X7,North America,2026-06-01,2276954.79,20
X7,North America,2026-07-01,1636307.69,14
X7,North America,2026-08-01,1358665.29,12
X7,North America,2026-09-01,582526.6,5
X7,North America,2026-10-01,798870.7999999999,7
X7,North America,2026-11-01,1709226.09,15
X7,North America,2026-12-01,1607455.58,14
X7,Oceania,2024-01-01,114910.59,1
X7,Oceania,2024-02-01,1144377.94,10
X7,Oceania,2024-03-01,580210.75,5
X7,Oceania,2024-04-01,442919.48,4
X7,Oceania,2024-05-01,341759.61,3
X7,Oceania,2024-06-01,703114.71,6
X7,Oceania,2024-08-01,318541.62,3
X7,Oceania,2024-09-01,116960.55,1
X7,Oceania,2024-11-01,212472.28,2
X7,Oceania,2024-12-01,700270.1100000001,6
X7,Oceania,2025-01-01,912304.77,8
X7,Oceania,2025-03-01,837433.59,7
X7,Oceania,2025-04-01,802097.8200000001,7
X7,Oceania,2025-05-01,115441.35,1
X7,Oceania,2025-06-01,471317.64,4
X7,Oceania,2025-07-01,426660.48,4
X7,Oceania,2025-08-01,577115.3,5
X7,Oceania,2025-10-01,119335.74,1
X7,Oceania,2025-11-01,225760.38,2
X7,Oceania,2026-01-01,780706.0100000001,7
X7,Oceania,2026-02-01,236599.56,2
X7,Oceania,2026-03-01,348545.19,3
X7,Oceania,2026-07-01,886864.74,8
X7,Oceania,2026-08-01,1182854.09,10
X7,Oceania,2026-09-01,330995.79,3
X7,Oceania,2026-10-01,1026931.5700000001,9
X7,Oceania,2026-11-01,723140.6699999999,6
X7,Oceania,2026-12-01,693118.24,6
