sale_date,model,region,country,units_sold,unit_price,revenue
2026-11-21,i4,Oceania,Australia,3,60953.14,182859.42
2026-11-21,3 Series,Europe,Italy,7,50027.1,350189.7
2026-11-22,X1,Asia,Japan,17,45468.8,772969.6
2026-11-22,2 Series,Asia,China,17,43111.4,732893.8
2026-11-23,i4,Middle East,UAE,10,62026.78,620267.8
2026-11-24,X7,North America,Mexico,3,110106.78,330320.34
2026-11-24,3 Series,Asia,South Korea,16,50849.67,813594.72
2026-11-25,3 Series,North America,Mexico,21,48280.62,1013893.02
2026-11-25,X5,Middle East,Saudi Arabia,8,76499.71,611997.68
2026-11-26,2 Series,Europe,UK,7,42049.99,294349.93
2026-11-27,X1,Europe,Italy,17,45768.09,778057.53
2026-11-28,2 Series,Asia,India,15,40925.61,613884.15
2026-11-28,7 Series,Europe,UK,9,98547.92,886931.28
2026-11-28,X1,North America,Mexico,13,44611.9,579954.7
2026-11-30,2 Series,North America,Canada,14,41935.43,587096.02
2026-11-30,X7,Europe,Italy,2,113992.99,227985.98
2026-12-01,X5,Asia,India,10,80931.01,809310.1
2026-12-02,iX,Europe,UK,7,87313.87,611197.09
2026-12-02,5 Series,North America,USA,10,61052.48,610524.8
2026-12-02,X1,Asia,China,20,45576.31,911526.2
2026-12-02,X3,North America,USA,20,59525.02,1190500.4
2026-12-03,X1,Middle East,UAE,13,42801.29,556416.77
2026-12-03,X5,Asia,Japan,8,79110.08,632880.64
2026-12-03,X3,Middle East,UAE,9,56371.81,507346.29
2026-12-03,X3,Europe,France,13,57654.8,749512.4
2026-12-03,X7,Europe,France,1,113367.36,113367.36
2026-12-05,X1,North America,Mexico,24,47331.89,1135965.36
2026-12-05,X1,North America,Mexico,27,46517.01,1255959.27
2026-12-06,X3,Europe,UK,14,58100.98,813413.72
2026-12-06,X1,Asia,China,18,46904.19,844275.42
2026-12-07,2 Series,Africa,Morocco,8,41817.3,334538.4
2026-12-07,i4,Asia,South Korea,10,56117.15,561171.5
2026-12-08,5 Series,North America,Mexico,9,58097.44,522876.96
2026-12-09,X1,Asia,Japan,12,43744.74,524936.88
2026-12-09,2 Series,Europe,Italy,16,40200.81,643212.96
2026-12-10,X7,Europe,France,1,113085.99,113085.99
2026-12-10,X3,Europe,Germany,13,58486.42,760323.46
2026-12-11,X3,Asia,India,20,56104.51,1122090.2
2026-12-11,3 Series,North America,Mexico,12,45131.15,541573.8
2026-12-12,2 Series,Asia,Japan,15,44853.59,672803.85
2026-12-12,i4,North America,Mexico,8,57959.57,463676.56
2026-12-12,X1,Asia,South Korea,9,46003.83,414034.47
2026-12-12,X7,Europe,France,3,108924.83,326774.49
2026-12-13,iX,Europe,Germany,6,81721.85,490331.1
2026-12-13,X1,Europe,UK,14,44733.31,626266.34
2026-12-14,X1,North America,Mexico,18,47506.97,855125.46
2026-12-15,X1,North America,Mexico,16,44284.68,708554.88
2026-12-16,7 Series,Asia,India,3,97493.02,292479.06
2026-12-17,5 Series,Europe,France,15,61345.52,920182.8
2026-12-17,5 Series,Africa,Morocco,14,61812.97,865381.58
2026-12-18,iX,Middle East,Qatar,4,89346.6,357386.4
2026-12-18,X1,North America,Mexico,17,45344.39,770854.63
2026-12-18,2 Series,Europe,UK,9,43479.42,391314.78
2026-12-19,X7,Asia,Japan,1,109990.37,109990.37
2026-12-19,X1,Asia,China,17,46441.2,789500.4
2026-12-20,3 Series,North America,Canada,18,48973.57,881524.26
2026-12-20,X3,Europe,UK,16,56591.67,905466.72
2026-12-20,X3,Europe,France,16,54581.03,873296.48
2026-12-20,X3,Europe,Italy,17,56871.91,966822.47
2026-12-21,X7,Asia,South Korea,4,117058.2,468232.8
2026-12-21,X3,Middle East,Saudi Arabia,15,56381.68,845725.2
2026-12-21,X1,Africa,Morocco,10,45013.62,450136.2
2026-12-22,X5,Asia,China,3,77311.91,231935.73
2026-12-22,X1,Europe,Italy,18,43795.81,788324.58
2026-12-22,5 Series,Asia,South Korea,8,62593.7,500749.6
2026-12-23,X7,Asia,China,7,116683.28,816782.96
2026-12-23,iX,Europe,France,4,85174.93,340699.72
2026-12-24,X3,Europe,UK,12,55292.26,663507.12
2026-12-24,iX,North America,Canada,2,87265.24,174530.48
2026-12-25,3 Series,North America,USA,13,48238.64,627102.32
2026-12-28,i4,Middle East,Qatar,6,58450.93,350705.58
2026-12-28,X3,Europe,France,17,53629.1,911694.7
2026-12-29,X5,North America,Canada,7,74906.45,524345.15
2026-12-29,X3,Europe,France,14,56761.22,794657.08
2026-12-29,X5,Europe,Italy,13,78774.74,1024071.62
2026-12-29,X3,North America,Mexico,9,55303.39,497730.51
2026-12-30,X1,Asia,South Korea,17,46810.8,795783.6
