dealer_id,service_id,vehicle_id,service_date,service_type,odometer,parts_cost,labour_cost,failure_code,repair_cost,dealer_name,city,region,capacity,rating
D0307,SVC0081923,VEH538645,2023-11-15,Battery Check,159779,6020,11258,FC103,17278,BMW_Hyderabad_307,Hyderabad,South,753,4.7
D0320,SVC0081926,VEH788810,2025-02-07,AC Repair,178562,10605,4642,FC106,15247,BMW_Surat_320,Surat,West,553,3.6
D0015,SVC0081938,VEH590983,2024-05-30,Brake Service,153534,29453,8646,FC107,38099,BMW_Pune_15,Pune,West,718,3.5
D0004,SVC0081942,VEH984441,2025-05-03,Engine Repair,237691,37850,10637,FC108,48487,BMW_Patna_4,Patna,East,658,3.2
D0101,SVC0081944,VEH201239,2024-03-27,Tire Replacement,46419,25840,12370,FC103,38210,BMW_Ahmedabad_101,Ahmedabad,West,371,4.9
D0184,SVC0081949,VEH948668,2023-07-27,Oil Change,254207,4488,520,FC102,5008,BMW_Chandigarh_184,Chandigarh,North,402,4.1
D0232,SVC0081954,VEH252113,2023-07-23,Tire Replacement,39225,10443,14371,FC102,24814,BMW_Ahmedabad_232,Ahmedabad,West,973,4.8
D0056,SVC0081960,VEH164942,2023-07-18,Engine Repair,196270,30082,1901,NONE,31983,BMW_Mumbai_56,Mumbai,West,961,4.3
D0464,SVC0081962,VEH126740,2025-07-17,Brake Service,65555,42014,11357,FC106,53371,BMW_Bhubaneswar_464,Bhubaneswar,East,575,4.8
D0488,SVC0081967,VEH580658,2025-07-26,Software Update,75684,4118,1977,FC104,6095,BMW_Kolkata_488,Kolkata,East,710,3.0
D0342,SVC0081973,VEH429520,2024-09-24,Tire Replacement,64910,28176,4041,FC104,32217,BMW_Surat_342,Surat,West,182,4.2
D0180,SVC0081976,VEH786529,2026-05-31,Wheel Alignment,171489,5152,2873,FC105,8025,BMW_Jaipur_180,Jaipur,North,438,4.2
D0077,SVC0081977,VEH833182,2024-11-18,Oil Change,164478,46058,1022,FC101,47080,BMW_Chandigarh_77,Chandigarh,North,746,3.1
D0352,SVC0081982,VEH405094,2023-04-06,Tire Replacement,12521,3611,886,FC101,4497,BMW_Surat_352,Surat,West,193,3.9
D0021,SVC0081983,VEH195554,2024-06-21,AC Repair,146962,31971,3064,FC104,35035,BMW_Jaipur_21,Jaipur,North,333,4.5
D0053,SVC0081986,VEH737545,2026-07-10,Tire Replacement,147327,9285,2663,FC103,11948,BMW_Bengaluru_53,Bengaluru,South,839,4.8
D0157,SVC0081987,VEH744799,2024-06-14,Brake Service,131194,39344,11538,FC107,50882,BMW_Ahmedabad_157,Ahmedabad,West,921,4.3
D0369,SVC0081990,VEH835265,2023-05-28,Engine Repair,65045,44969,3433,FC106,48402,BMW_Delhi_369,Delhi,North,114,4.1
D0078,SVC0081993,VEH485023,2026-04-05,Engine Repair,143286,4310,5950,FC106,10260,BMW_Chennai_78,Chennai,South,132,4.7
D0359,SVC0081996,VEH852023,2024-11-19,AC Repair,233862,30112,11288,FC106,41400,BMW_Kolkata_359,Kolkata,East,513,4.7
D0002,SVC0081999,VEH898178,2024-11-14,Software Update,26017,4459,1889,NONE,6348,BMW_Mumbai_2,Mumbai,West,350,3.4
D0032,SVC0082001,VEH832048,2023-08-17,Software Update,132913,41533,4855,NONE,46388,BMW_Kolkata_32,Kolkata,East,894,3.1
D0358,SVC0082002,VEH478227,2026-06-03,Battery Check,230139,5263,6631,FC102,11894,BMW_Pune_358,Pune,West,358,3.6
D0084,SVC0082011,VEH666250,2024-03-15,Oil Change,104273,8563,531,NONE,9094,BMW_Kochi_84,Kochi,South,196,3.2
D0157,SVC0082014,VEH703114,2026-07-24,AC Repair,71190,15440,14490,FC106,29930,BMW_Ahmedabad_157,Ahmedabad,West,921,4.3
D0107,SVC0082015,VEH790893,2025-04-26,Engine Repair,237201,40866,8970,NONE,49836,BMW_Bengaluru_107,Bengaluru,South,865,3.6
D0489,SVC0082016,VEH292048,2026-06-15,Engine Repair,97167,41401,4568,FC105,45969,BMW_Bhubaneswar_489,Bhubaneswar,East,248,5.0
D0131,SVC0082018,VEH298536,2024-10-29,Brake Service,11010,13462,13147,FC101,26609,BMW_Patna_131,Patna,East,237,3.5
D0089,SVC0082021,VEH313537,2024-10-16,AC Repair,95079,1971,14489,FC101,16460,BMW_Pune_89,Pune,West,919,4.7
D0441,SVC0082026,VEH745938,2025-01-16,Battery Check,243649,38176,13976,FC106,52152,BMW_Jaipur_441,Jaipur,North,761,3.1
D0359,SVC0082028,VEH663895,2023-04-04,Battery Check,54364,6492,514,NONE,7006,BMW_Kolkata_359,Kolkata,East,513,4.7
D0381,SVC0082034,VEH485123,2024-09-11,Tire Replacement,164885,10229,7600,FC102,17829,BMW_Delhi_381,Delhi,North,373,4.6
D0230,SVC0082035,VEH689606,2023-12-25,Wheel Alignment,214965,48386,8248,FC104,56634,BMW_Kolkata_230,Kolkata,East,689,3.8
D0011,SVC0082037,VEH275347,2025-04-04,Battery Check,265687,14720,9540,FC101,24260,BMW_Kolkata_11,Kolkata,East,263,4.4
D0136,SVC0082038,VEH263168,2025-04-21,Oil Change,275983,37125,3623,FC106,40748,BMW_Delhi_136,Delhi,North,600,3.5
D0153,SVC0082041,VEH772103,2026-04-18,Tire Replacement,136495,2448,8917,FC105,11365,BMW_Patna_153,Patna,East,342,4.7
D0354,SVC0082043,VEH392270,2023-09-16,AC Repair,291235,6228,14749,FC106,20977,BMW_Chennai_354,Chennai,South,978,3.3
D0096,SVC0082045,VEH437726,2023-01-09,Brake Service,57740,23455,9991,FC105,33446,BMW_Bhubaneswar_96,Bhubaneswar,East,115,4.9
D0062,SVC0082046,VEH284487,2023-10-17,Wheel Alignment,204999,17550,4205,FC106,21755,BMW_Bhubaneswar_62,Bhubaneswar,East,926,3.6
D0389,SVC0082054,VEH484007,2025-02-18,Oil Change,121871,24700,1773,NONE,26473,BMW_Kochi_389,Kochi,South,976,4.6
D0359,SVC0082059,VEH987096,2026-05-05,Wheel Alignment,144705,11968,4834,NONE,16802,BMW_Kolkata_359,Kolkata,East,513,4.7
D0153,SVC0082060,VEH914689,2026-04-28,Wheel Alignment,205396,28278,7407,FC108,35685,BMW_Patna_153,Patna,East,342,4.7
D0005,SVC0082061,VEH949644,2024-09-24,Software Update,63802,21119,3762,FC104,24881,BMW_Ahmedabad_5,Ahmedabad,West,132,3.1
D0411,SVC0082063,VEH805893,2024-08-09,AC Repair,178336,3195,14037,FC105,17232,BMW_Chandigarh_411,Chandigarh,North,406,4.8
D0372,SVC0082065,VEH803884,2024-02-06,Software Update,139823,8421,11513,FC104,19934,BMW_Chennai_372,Chennai,South,763,4.7
D0431,SVC0082068,VEH311652,2025-01-22,Oil Change,228962,8254,1961,FC107,10215,BMW_Jaipur_431,Jaipur,North,505,3.5
D0412,SVC0082071,VEH548956,2025-07-11,Tire Replacement,274850,10518,1788,FC102,12306,BMW_Bengaluru_412,Bengaluru,South,432,4.6
D0035,SVC0082073,VEH527652,2025-04-07,Battery Check,169757,22703,5066,NONE,27769,BMW_Patna_35,Patna,East,680,4.8
D0144,SVC0082075,VEH463915,2024-06-15,Oil Change,198244,29565,8593,FC106,38158,BMW_Chandigarh_144,Chandigarh,North,252,4.1
D0396,SVC0082076,VEH910000,2023-05-02,Wheel Alignment,40858,18170,13389,FC106,31559,BMW_Bhubaneswar_396,Bhubaneswar,East,550,3.2
D0299,SVC0082079,VEH320385,2023-06-29,Brake Service,182501,9002,2548,FC106,11550,BMW_Chandigarh_299,Chandigarh,North,289,3.4
D0215,SVC0082081,VEH870906,2024-10-08,AC Repair,57156,39341,634,FC104,39975,BMW_Patna_215,Patna,East,661,3.9
D0337,SVC0082084,VEH275795,2025-01-28,Wheel Alignment,28498,13983,1617,FC105,15600,BMW_Hyderabad_337,Hyderabad,South,911,3.6
D0019,SVC0082085,VEH233819,2023-11-28,Oil Change,172134,46647,5994,NONE,52641,BMW_Patna_19,Patna,East,982,3.7
D0074,SVC0082088,VEH357308,2026-01-08,Software Update,55770,29751,7466,FC106,37217,BMW_Kochi_74,Kochi,South,330,3.1
D0379,SVC0082089,VEH335404,2024-07-05,Wheel Alignment,65232,21506,8544,FC103,30050,BMW_Mumbai_379,Mumbai,West,891,4.6
D0083,SVC0082091,VEH897089,2025-10-23,AC Repair,127554,17744,12754,FC103,30498,BMW_Kolkata_83,Kolkata,East,584,4.6
D0318,SVC0082093,VEH640892,2025-11-30,AC Repair,93150,32491,12460,FC106,44951,BMW_Gurugram_318,Gurugram,North,710,4.6
D0167,SVC0082095,VEH473751,2025-05-14,Battery Check,50125,31344,6432,FC108,37776,BMW_Jaipur_167,Jaipur,North,621,3.8
D0297,SVC0082097,VEH320428,2023-07-20,AC Repair,167664,15118,7663,FC104,22781,BMW_Chandigarh_297,Chandigarh,North,297,3.6
D0255,SVC0082099,VEH914775,2026-02-02,Engine Repair,176753,7520,14184,FC106,21704,BMW_Gurugram_255,Gurugram,North,323,3.9
D0443,SVC0082102,VEH374434,2026-07-09,Battery Check,269103,8033,12336,FC107,20369,BMW_Pune_443,Pune,West,849,3.3
D0424,SVC0082104,VEH177277,2025-12-02,Brake Service,186087,14811,14945,FC103,29756,BMW_Gurugram_424,Gurugram,North,406,4.3
D0368,SVC0082108,VEH636164,2024-05-18,Brake Service,190400,21584,14219,FC104,35803,BMW_Kochi_368,Kochi,South,826,3.3
D0254,SVC0082118,VEH891174,2024-09-04,Software Update,148991,3966,3774,FC104,7740,BMW_Hyderabad_254,Hyderabad,South,584,4.3
D0067,SVC0082123,VEH631083,2024-02-25,Battery Check,60384,33003,4149,FC104,37152,BMW_Jaipur_67,Jaipur,North,586,4.9
D0093,SVC0082129,VEH545591,2025-02-28,Brake Service,128590,42890,6311,NONE,49201,BMW_Patna_93,Patna,East,177,3.9
D0141,SVC0082132,VEH689223,2024-06-19,Software Update,126988,30550,10886,FC105,41436,BMW_Hyderabad_141,Hyderabad,South,859,3.9
D0224,SVC0082135,VEH479602,2025-12-30,Tire Replacement,116496,16371,11607,FC102,27978,BMW_Ahmedabad_224,Ahmedabad,West,810,3.3
D0411,SVC0082139,VEH325580,2025-10-15,Brake Service,241603,30752,14645,FC102,45397,BMW_Chandigarh_411,Chandigarh,North,406,4.8
D0158,SVC0082141,VEH753532,2024-07-18,Battery Check,165089,37546,8949,FC104,46495,BMW_Chandigarh_158,Chandigarh,North,930,3.5
D0009,SVC0082145,VEH822729,2024-02-04,Wheel Alignment,233115,11005,3397,FC104,14402,BMW_Kochi_9,Kochi,South,559,4.2
D0070,SVC0082149,VEH281277,2026-03-11,Oil Change,7604,22535,11662,FC107,34197,BMW_Patna_70,Patna,East,652,4.5
D0261,SVC0082156,VEH400446,2023-07-25,Engine Repair,78631,36074,5842,NONE,41916,BMW_Patna_261,Patna,East,484,3.8
D0396,SVC0082158,VEH498224,2024-12-07,Battery Check,163383,22087,4550,FC108,26637,BMW_Bhubaneswar_396,Bhubaneswar,East,550,3.2
D0358,SVC0082159,VEH540377,2025-08-18,Oil Change,43219,47566,7636,FC101,55202,BMW_Pune_358,Pune,West,358,3.6
D0376,SVC0082162,VEH924473,2023-11-08,Engine Repair,64680,21979,14517,FC108,36496,BMW_Delhi_376,Delhi,North,248,3.8
D0064,SVC0082165,VEH858914,2023-04-19,Engine Repair,127809,15677,11393,FC104,27070,BMW_Chennai_64,Chennai,South,187,4.5
D0178,SVC0082166,VEH701892,2023-06-10,Tire Replacement,110865,28517,10175,FC106,38692,BMW_Chandigarh_178,Chandigarh,North,859,4.5
D0235,SVC0082167,VEH771424,2024-05-04,Engine Repair,233737,17492,8505,FC105,25997,BMW_Patna_235,Patna,East,325,4.0
D0353,SVC0082168,VEH692523,2025-12-25,AC Repair,259065,34127,5963,FC108,40090,BMW_Ahmedabad_353,Ahmedabad,West,441,3.6
D0467,SVC0082174,VEH368179,2025-11-25,Brake Service,23638,996,8156,FC105,9152,BMW_Mumbai_467,Mumbai,West,604,3.2
D0454,SVC0082180,VEH436477,2023-12-24,AC Repair,165462,10066,13447,FC108,23513,BMW_Jaipur_454,Jaipur,North,506,4.9
D0312,SVC0082181,VEH535388,2026-01-15,Software Update,50957,48133,2189,FC102,50322,BMW_Surat_312,Surat,West,216,4.6
D0450,SVC0082182,VEH210518,2024-09-07,Engine Repair,92351,23074,3136,FC101,26210,BMW_Kolkata_450,Kolkata,East,402,4.5
D0087,SVC0082183,VEH118019,2025-06-28,Engine Repair,190077,26835,13142,FC102,39977,BMW_Jaipur_87,Jaipur,North,769,5.0
D0108,SVC0082184,VEH672043,2024-04-27,Oil Change,155616,47171,8205,FC103,55376,BMW_Bengaluru_108,Bengaluru,South,698,4.0
D0486,SVC0082188,VEH140785,2024-07-27,AC Repair,290679,15398,12626,FC108,28024,BMW_Gurugram_486,Gurugram,North,321,4.6
D0046,SVC0082189,VEH939722,2026-07-20,Brake Service,236701,6352,3728,FC104,10080,BMW_Ahmedabad_46,Ahmedabad,West,490,4.2
D0044,SVC0082195,VEH207583,2025-10-03,AC Repair,170583,32298,11799,FC105,44097,BMW_Hyderabad_44,Hyderabad,South,742,3.3
D0251,SVC0082196,VEH850509,2025-12-30,Wheel Alignment,44228,4766,12310,FC107,17076,BMW_Kolkata_251,Kolkata,East,767,3.1
D0335,SVC0082198,VEH319832,2025-09-05,Oil Change,288337,32135,391,FC102,32526,BMW_Jaipur_335,Jaipur,North,252,4.8
D0207,SVC0082199,VEH710405,2023-11-21,AC Repair,21966,27940,2455,FC105,30395,BMW_Kochi_207,Kochi,South,280,4.6
D0059,SVC0082202,VEH211788,2023-03-04,Oil Change,53583,22321,8759,FC106,31080,BMW_Kolkata_59,Kolkata,East,643,4.8
D0331,SVC0082205,VEH952633,2024-11-19,Battery Check,250919,48672,1923,FC107,50595,BMW_Jaipur_331,Jaipur,North,339,4.8
D0237,SVC0082208,VEH636896,2023-02-17,Software Update,234145,28017,13443,NONE,41460,BMW_Ahmedabad_237,Ahmedabad,West,444,4.3
D0158,SVC0082209,VEH335362,2025-01-27,Engine Repair,198500,5916,4849,FC104,10765,BMW_Chandigarh_158,Chandigarh,North,930,3.5
D0043,SVC0082214,VEH472338,2024-08-13,Engine Repair,32384,15159,733,FC107,15892,BMW_Kolkata_43,Kolkata,East,148,4.7
D0264,SVC0082217,VEH374472,2024-02-27,Brake Service,88562,37812,14494,NONE,52306,BMW_Chennai_264,Chennai,South,813,4.5
D0346,SVC0082222,VEH341883,2024-10-17,AC Repair,116039,4866,8893,FC101,13759,BMW_Gurugram_346,Gurugram,North,701,4.9
D0250,SVC0082224,VEH239522,2024-01-17,AC Repair,61672,22590,609,FC101,23199,BMW_Pune_250,Pune,West,329,4.3
D0295,SVC0082227,VEH882794,2023-01-25,Oil Change,1961,48866,2759,FC102,51625,BMW_Pune_295,Pune,West,819,3.9
D0062,SVC0082229,VEH219318,2023-08-06,AC Repair,16714,35338,6939,FC103,42277,BMW_Bhubaneswar_62,Bhubaneswar,East,926,3.6
D0295,SVC0082231,VEH376910,2024-11-17,Brake Service,205439,28964,13346,FC103,42310,BMW_Pune_295,Pune,West,819,3.9
D0210,SVC0082234,VEH597869,2025-10-29,AC Repair,21303,15375,6335,FC107,21710,BMW_Chennai_210,Chennai,South,567,3.3
D0405,SVC0082236,VEH452400,2025-01-14,Engine Repair,296213,19178,5448,FC106,24626,BMW_Surat_405,Surat,West,993,4.1
D0139,SVC0082241,VEH230690,2023-03-14,Brake Service,115979,12653,14782,FC105,27435,BMW_Bengaluru_139,Bengaluru,South,103,3.7
D0105,SVC0082247,VEH561992,2023-12-23,Engine Repair,257071,6137,14806,FC106,20943,BMW_Hyderabad_105,Hyderabad,South,294,3.6
D0433,SVC0082248,VEH617726,2025-05-26,Tire Replacement,51989,29123,7265,FC102,36388,BMW_Chandigarh_433,Chandigarh,North,150,4.8
D0197,SVC0082249,VEH677187,2024-08-12,Tire Replacement,266861,45087,8508,NONE,53595,BMW_Kochi_197,Kochi,South,788,3.6
D0418,SVC0082250,VEH624331,2025-07-27,Software Update,146913,9658,2298,FC101,11956,BMW_Kochi_418,Kochi,South,609,4.8
D0245,SVC0082261,VEH734915,2024-10-27,AC Repair,18891,43867,12387,FC104,56254,BMW_Kochi_245,Kochi,South,565,3.7
D0159,SVC0082268,VEH295247,2023-10-14,Wheel Alignment,296677,2529,4334,FC105,6863,BMW_Hyderabad_159,Hyderabad,South,906,4.4
D0317,SVC0082270,VEH283388,2023-07-13,Battery Check,140332,15071,13629,NONE,28700,BMW_Chennai_317,Chennai,South,671,4.5
D0454,SVC0082274,VEH299411,2023-02-20,Software Update,131253,26398,2704,NONE,29102,BMW_Jaipur_454,Jaipur,North,506,4.9
D0252,SVC0082276,VEH472591,2026-05-27,Battery Check,237085,49172,4482,FC105,53654,BMW_Bengaluru_252,Bengaluru,South,353,3.4
D0131,SVC0082278,VEH381770,2025-06-07,Engine Repair,35711,34694,14266,FC104,48960,BMW_Patna_131,Patna,East,237,3.5
D0096,SVC0082279,VEH534656,2023-04-16,Software Update,169043,43642,12049,NONE,55691,BMW_Bhubaneswar_96,Bhubaneswar,East,115,4.9
D0141,SVC0082280,VEH740501,2023-10-24,Battery Check,97890,23102,9399,FC106,32501,BMW_Hyderabad_141,Hyderabad,South,859,3.9
D0496,SVC0082281,VEH813531,2023-07-16,AC Repair,159680,32138,3381,FC101,35519,BMW_Chennai_496,Chennai,South,863,3.1
D0270,SVC0082282,VEH142596,2024-01-17,Battery Check,256354,7597,12513,FC108,20110,BMW_Bhubaneswar_270,Bhubaneswar,East,530,4.6
D0169,SVC0082283,VEH317708,2025-08-09,Engine Repair,93500,23378,3606,FC102,26984,BMW_Bengaluru_169,Bengaluru,South,218,4.8
D0392,SVC0082284,VEH301593,2024-10-31,Brake Service,203668,32385,10833,FC106,43218,BMW_Jaipur_392,Jaipur,North,911,4.6
D0099,SVC0082291,VEH297422,2023-04-08,Software Update,30410,1135,9210,FC102,10345,BMW_Kochi_99,Kochi,South,985,3.8
D0061,SVC0082292,VEH190758,2023-01-27,AC Repair,286308,32663,6547,NONE,39210,BMW_Chennai_61,Chennai,South,471,4.8
D0348,SVC0082298,VEH695142,2024-08-28,AC Repair,38080,25810,10251,FC107,36061,BMW_Gurugram_348,Gurugram,North,141,4.5
D0022,SVC0082306,VEH471203,2026-07-10,AC Repair,107843,6100,11872,FC108,17972,BMW_Chennai_22,Chennai,South,975,3.5
D0059,SVC0082312,VEH686349,2023-11-14,Engine Repair,252000,40260,9382,FC102,49642,BMW_Kolkata_59,Kolkata,East,643,4.8
D0285,SVC0082315,VEH558269,2025-09-13,Brake Service,281637,21146,13155,FC102,34301,BMW_Chandigarh_285,Chandigarh,North,382,4.1
D0448,SVC0082317,VEH915996,2025-05-30,Wheel Alignment,88802,9425,9034,FC105,18459,BMW_Mumbai_448,Mumbai,West,950,3.3
D0495,SVC0082321,VEH106917,2023-03-29,Battery Check,75794,5374,10993,FC107,16367,BMW_Hyderabad_495,Hyderabad,South,859,3.8
D0042,SVC0082322,VEH290999,2023-02-19,Oil Change,7744,2159,13411,FC107,15570,BMW_Hyderabad_42,Hyderabad,South,621,4.0
D0277,SVC0082325,VEH550366,2023-04-05,Oil Change,138916,14257,7559,NONE,21816,BMW_Gurugram_277,Gurugram,North,374,3.6
D0140,SVC0082334,VEH896760,2025-03-13,Wheel Alignment,170523,14011,6814,FC107,20825,BMW_Hyderabad_140,Hyderabad,South,752,5.0
D0289,SVC0082335,VEH745848,2025-02-15,Engine Repair,158549,13695,6082,FC107,19777,BMW_Jaipur_289,Jaipur,North,828,4.0
D0493,SVC0082337,VEH554652,2023-10-14,Wheel Alignment,109337,6620,2373,NONE,8993,BMW_Kolkata_493,Kolkata,East,343,4.2
D0452,SVC0082340,VEH182103,2025-09-26,Software Update,126578,29569,8079,NONE,37648,BMW_Chennai_452,Chennai,South,244,4.5
D0373,SVC0082345,VEH605102,2025-11-12,AC Repair,15920,48704,3316,FC104,52020,BMW_Surat_373,Surat,West,833,3.6
D0390,SVC0082351,VEH511021,2025-08-10,Software Update,241471,34934,11259,FC107,46193,BMW_Bengaluru_390,Bengaluru,South,425,4.5
D0115,SVC0082352,VEH697167,2025-01-06,Software Update,222003,29715,10815,FC104,40530,BMW_Ahmedabad_115,Ahmedabad,West,773,4.2
D0020,SVC0082353,VEH699190,2023-05-27,Software Update,118169,21004,5151,NONE,26155,BMW_Kochi_20,Kochi,South,821,3.1
D0085,SVC0082355,VEH693714,2023-06-20,Wheel Alignment,81190,8316,11828,FC105,20144,BMW_Ahmedabad_85,Ahmedabad,West,462,3.8
D0148,SVC0082360,VEH697152,2024-12-22,Software Update,54558,18269,7198,FC102,25467,BMW_Kolkata_148,Kolkata,East,981,3.1
D0114,SVC0082364,VEH695752,2025-01-17,Oil Change,209879,27589,11309,FC105,38898,BMW_Gurugram_114,Gurugram,North,140,4.2
D0161,SVC0082368,VEH815116,2023-05-20,Brake Service,256207,13725,10736,FC106,24461,BMW_Surat_161,Surat,West,327,3.4
D0170,SVC0082369,VEH582474,2023-08-26,Oil Change,283564,23974,8670,FC103,32644,BMW_Mumbai_170,Mumbai,West,282,4.2
D0321,SVC0082372,VEH223427,2023-04-02,Brake Service,142048,10876,7894,FC101,18770,BMW_Gurugram_321,Gurugram,North,539,3.6
D0366,SVC0082373,VEH281744,2026-02-19,Brake Service,135918,39352,11184,FC101,50536,BMW_Surat_366,Surat,West,815,4.0
D0008,SVC0082374,VEH345872,2023-05-02,Battery Check,120901,33040,14734,FC104,47774,BMW_Jaipur_8,Jaipur,North,818,4.1
D0321,SVC0082375,VEH791471,2024-06-21,Oil Change,149974,44151,11676,FC103,55827,BMW_Gurugram_321,Gurugram,North,539,3.6
D0066,SVC0082382,VEH248918,2024-01-15,Brake Service,284916,10926,10301,FC101,21227,BMW_Delhi_66,Delhi,North,884,3.3
D0012,SVC0082387,VEH218571,2023-04-02,Wheel Alignment,91279,5849,1196,FC104,7045,BMW_Pune_12,Pune,West,384,3.3
D0241,SVC0082395,VEH575091,2026-03-29,Wheel Alignment,214913,9879,3178,FC103,13057,BMW_Ahmedabad_241,Ahmedabad,West,706,4.1
D0271,SVC0082397,VEH449423,2025-05-31,Battery Check,279999,1781,11235,NONE,13016,BMW_Chennai_271,Chennai,South,543,4.9
D0104,SVC0082399,VEH312546,2025-03-05,Wheel Alignment,116271,18500,7892,FC105,26392,BMW_Delhi_104,Delhi,North,777,4.4
D0436,SVC0082400,VEH273875,2023-09-03,Oil Change,64669,31000,9650,FC102,40650,BMW_Kochi_436,Kochi,South,721,4.6
D0111,SVC0082405,VEH912834,2026-05-25,Tire Replacement,95705,48224,7666,FC104,55890,BMW_Hyderabad_111,Hyderabad,South,170,4.2
D0479,SVC0082406,VEH954525,2024-02-12,Tire Replacement,56931,19592,13224,FC103,32816,BMW_Mumbai_479,Mumbai,West,294,4.9
D0260,SVC0082409,VEH521352,2023-06-22,Brake Service,182387,889,13984,FC108,14873,BMW_Bengaluru_260,Bengaluru,South,419,4.2
D0310,SVC0082410,VEH528239,2023-05-20,Brake Service,191585,41872,8519,NONE,50391,BMW_Surat_310,Surat,West,448,3.4
D0351,SVC0082411,VEH555588,2023-03-24,Brake Service,196174,41230,9330,FC104,50560,BMW_Gurugram_351,Gurugram,North,546,4.3
D0418,SVC0082412,VEH625989,2025-04-26,AC Repair,127608,45718,11609,FC102,57327,BMW_Kochi_418,Kochi,South,609,4.8
D0340,SVC0082414,VEH948599,2025-03-16,Brake Service,37821,3005,5821,FC106,8826,BMW_Chandigarh_340,Chandigarh,North,411,4.4
D0175,SVC0082417,VEH952971,2023-11-11,Wheel Alignment,68866,35582,8229,FC107,43811,BMW_Gurugram_175,Gurugram,North,294,3.5
D0188,SVC0082419,VEH973809,2025-01-13,Tire Replacement,126934,42598,8080,FC107,50678,BMW_Ahmedabad_188,Ahmedabad,West,661,4.7
D0167,SVC0082430,VEH803850,2026-06-18,AC Repair,275644,12068,2937,FC108,15005,BMW_Jaipur_167,Jaipur,North,621,3.8
D0493,SVC0082432,VEH524780,2025-05-24,Software Update,131785,18489,8663,FC106,27152,BMW_Kolkata_493,Kolkata,East,343,4.2
D0341,SVC0082459,VEH619328,2025-07-27,Software Update,57936,25438,353,FC105,25791,BMW_Mumbai_341,Mumbai,West,612,4.1
D0110,SVC0082466,VEH793277,2025-04-02,AC Repair,39865,25169,11214,FC101,36383,BMW_Bengaluru_110,Bengaluru,South,620,3.2
D0395,SVC0082467,VEH910066,2024-10-27,AC Repair,199031,12622,9850,FC101,22472,BMW_Pune_395,Pune,West,990,3.2
D0432,SVC0082468,VEH250888,2024-08-10,AC Repair,284296,2686,1432,FC107,4118,BMW_Gurugram_432,Gurugram,North,985,4.4
D0316,SVC0082470,VEH446592,2025-09-30,Tire Replacement,162833,4755,8888,FC102,13643,BMW_Mumbai_316,Mumbai,West,187,5.0
D0167,SVC0082472,VEH534477,2024-10-26,Battery Check,218604,33473,6488,FC103,39961,BMW_Jaipur_167,Jaipur,North,621,3.8
D0290,SVC0082483,VEH573290,2026-02-28,Wheel Alignment,207256,33715,12648,FC107,46363,BMW_Kolkata_290,Kolkata,East,117,3.2
D0031,SVC0082491,VEH268932,2023-12-27,Brake Service,287034,24505,2740,NONE,27245,BMW_Kochi_31,Kochi,South,801,3.6
D0161,SVC0082493,VEH204675,2024-07-18,Tire Replacement,107282,17007,4340,FC106,21347,BMW_Surat_161,Surat,West,327,3.4
D0253,SVC0082495,VEH694932,2025-11-26,Brake Service,54142,38899,8009,FC106,46908,BMW_Bengaluru_253,Bengaluru,South,736,3.3
D0113,SVC0082498,VEH449618,2023-03-10,Engine Repair,64166,3431,14136,FC105,17567,BMW_Chennai_113,Chennai,South,683,3.5
D0340,SVC0082504,VEH841554,2023-12-08,Brake Service,112906,28895,11285,FC107,40180,BMW_Chandigarh_340,Chandigarh,North,411,4.4
D0250,SVC0082508,VEH544870,2023-07-31,Engine Repair,57228,39892,11990,FC102,51882,BMW_Pune_250,Pune,West,329,4.3
D0058,SVC0082509,VEH245696,2025-08-21,Oil Change,159080,34030,10808,NONE,44838,BMW_Kolkata_58,Kolkata,East,265,4.1
D0376,SVC0082511,VEH898246,2024-12-06,Brake Service,252809,46223,14484,FC101,60707,BMW_Delhi_376,Delhi,North,248,3.8
D0001,SVC0082513,VEH893346,2023-12-29,Oil Change,184409,10311,13219,FC108,23530,BMW_Jaipur_1,Jaipur,North,214,3.1
D0361,SVC0082514,VEH754911,2026-05-18,Software Update,31650,32961,3188,NONE,36149,BMW_Delhi_361,Delhi,North,573,3.8
D0044,SVC0082516,VEH212707,2026-06-20,AC Repair,54996,10783,2287,FC108,13070,BMW_Hyderabad_44,Hyderabad,South,742,3.3
D0009,SVC0082521,VEH150070,2023-12-15,Brake Service,137762,28560,7521,FC102,36081,BMW_Kochi_9,Kochi,South,559,4.2
D0096,SVC0082527,VEH968534,2025-12-28,Battery Check,166877,40112,14943,FC102,55055,BMW_Bhubaneswar_96,Bhubaneswar,East,115,4.9
D0400,SVC0082529,VEH713153,2023-03-16,Wheel Alignment,126695,37264,2503,FC107,39767,BMW_Mumbai_400,Mumbai,West,446,4.2
D0199,SVC0082533,VEH936951,2023-07-17,Software Update,148845,10561,3997,FC102,14558,BMW_Bengaluru_199,Bengaluru,South,350,5.0
D0236,SVC0082542,VEH685478,2025-06-24,Wheel Alignment,230194,17553,11366,FC102,28919,BMW_Mumbai_236,Mumbai,West,546,4.0
D0385,SVC0082543,VEH465594,2025-08-16,Oil Change,277136,44656,8267,FC103,52923,BMW_Delhi_385,Delhi,North,595,3.7
D0361,SVC0082544,VEH114955,2026-01-14,AC Repair,22923,1501,4619,FC108,6120,BMW_Delhi_361,Delhi,North,573,3.8
