service_id,vehicle_id,dealer_id,service_date,service_type,odometer,parts_cost,labour_cost,failure_code,repair_cost
SVC0023525,VEH380808,D0430,2026-07-03,AC Repair,253562,8166,1599,FC107,9765
SVC0023529,VEH168713,D0337,2026-01-20,Tire Replacement,165359,8675,8627,FC108,17302
SVC0023531,VEH830484,D0259,2026-06-15,Engine Repair,104374,40991,11813,FC106,52804
SVC0023536,VEH861255,D0367,2024-09-01,Brake Service,46238,46522,3278,FC107,49800
SVC0023537,VEH279171,D0296,2026-04-26,Brake Service,2355,2097,6343,FC103,8440
SVC0023539,VEH699177,D0323,2024-07-28,Battery Check,92778,42403,3247,FC107,45650
SVC0023541,VEH802016,D0190,2023-08-20,Software Update,15837,45741,12277,FC101,58018
SVC0023545,VEH527442,D0302,2023-02-07,Software Update,51097,19181,8966,FC105,28147
SVC0023547,VEH266296,D0430,2024-01-07,Battery Check,130885,46630,758,FC106,47388
SVC0023548,VEH121715,D0331,2024-12-27,AC Repair,167260,38253,6719,FC106,44972
SVC0023549,VEH354506,D0444,2025-06-22,AC Repair,243867,26231,2647,NONE,28878
SVC0023550,VEH540191,D0353,2024-03-27,AC Repair,130373,24241,2697,FC104,26938
SVC0023554,VEH486144,D0166,2025-11-10,Software Update,211300,25311,2985,FC108,28296
SVC0023555,VEH857333,D0278,2024-11-23,Wheel Alignment,126348,12176,10066,FC106,22242
SVC0023563,VEH916101,D0115,2023-10-17,Tire Replacement,116370,2212,5522,FC102,7734
SVC0023564,VEH364083,D0051,2024-06-17,Oil Change,179158,25850,2922,NONE,28772
SVC0023566,VEH584405,D0402,2026-04-04,AC Repair,41426,20641,8948,FC105,29589
SVC0023567,VEH142759,D0171,2023-05-02,Engine Repair,93756,32075,4103,FC101,36178
SVC0023573,VEH264282,D0391,2023-11-17,Tire Replacement,43333,20485,6202,FC105,26687
SVC0023574,VEH471904,D0481,2023-12-01,Wheel Alignment,269105,24330,8188,FC103,32518
SVC0023575,VEH886739,D0390,2023-06-17,Battery Check,299574,23132,3852,FC108,26984
SVC0023578,VEH404728,D0383,2024-02-09,AC Repair,228787,4179,4253,FC103,8432
SVC0023581,VEH522868,D0167,2023-01-09,Software Update,231923,24667,536,FC104,25203
SVC0023584,VEH856153,D0227,2025-10-24,AC Repair,144577,31278,13814,FC104,45092
SVC0023586,VEH486974,D0268,2024-08-12,Oil Change,274919,15558,7418,FC107,22976
SVC0023587,VEH456443,D0116,2024-12-20,AC Repair,93934,6362,8299,FC102,14661
SVC0023596,VEH188716,D0490,2026-07-13,Battery Check,28635,25306,4165,FC102,29471
SVC0023600,VEH531165,D0119,2025-10-06,Oil Change,149906,11088,3923,NONE,15011
SVC0023603,VEH404716,D0024,2026-04-05,Battery Check,234516,12602,11136,NONE,23738
SVC0023607,VEH656117,D0467,2026-01-12,AC Repair,146829,18752,8158,FC108,26910
SVC0023613,VEH214258,D0302,2024-08-26,Brake Service,232691,17646,11299,NONE,28945
SVC0023616,VEH683102,D0486,2026-05-24,Brake Service,36766,45877,10728,FC102,56605
SVC0023618,VEH625304,D0307,2023-10-03,Battery Check,295369,44116,2907,FC107,47023
SVC0023621,VEH970753,D0035,2025-02-10,AC Repair,10465,17127,8604,FC107,25731
SVC0023622,VEH388812,D0338,2024-09-28,Wheel Alignment,152694,31713,1728,FC101,33441
SVC0023626,VEH588303,D0025,2025-09-16,Engine Repair,148463,45043,9283,FC103,54326
SVC0023627,VEH739731,D0395,2024-06-10,Engine Repair,207341,46865,13571,FC107,60436
SVC0023629,VEH831057,D0273,2025-10-08,Oil Change,122590,34871,6206,FC104,41077
SVC0023637,VEH770125,D0402,2026-05-28,Brake Service,199014,10910,1456,NONE,12366
SVC0023639,VEH994399,D0142,2024-11-10,Oil Change,97822,18727,3961,FC102,22688
SVC0023642,VEH314580,D0307,2026-02-26,Tire Replacement,288525,24921,9479,FC101,34400
SVC0023646,VEH963961,D0292,2025-06-09,Brake Service,237311,21080,14657,FC108,35737
SVC0023648,VEH303768,D0129,2025-01-01,Tire Replacement,150296,3203,13369,FC105,16572
SVC0023651,VEH370235,D0298,2024-06-27,Battery Check,209098,20083,5890,FC108,25973
SVC0023653,VEH430378,D0480,2026-02-25,Software Update,136276,45165,14268,FC105,59433
SVC0023656,VEH513893,D0175,2023-03-07,Wheel Alignment,89444,45371,9249,FC103,54620
SVC0023657,VEH863836,D0100,2024-05-19,Software Update,9777,31342,1263,FC106,32605
SVC0023658,VEH332656,D0039,2024-08-03,Software Update,290545,10647,8080,FC102,18727
SVC0023662,VEH207138,D0121,2025-07-09,Software Update,80011,18496,6452,FC105,24948
SVC0023664,VEH199168,D0301,2023-02-20,Battery Check,91606,11397,3061,FC105,14458
SVC0023676,VEH308266,D0006,2024-02-13,Engine Repair,63575,35787,8657,FC107,44444
SVC0023678,VEH722138,D0190,2024-01-19,Wheel Alignment,50783,49159,5937,FC107,55096
SVC0023683,VEH616508,D0466,2025-10-04,Battery Check,255865,39862,5766,FC108,45628
SVC0023687,VEH775312,D0363,2025-11-20,Software Update,175609,44159,13664,FC107,57823
SVC0023689,VEH336682,D0083,2024-07-05,AC Repair,229459,27252,9308,FC104,36560
SVC0023691,VEH526400,D0152,2023-08-13,Wheel Alignment,1093,23744,14618,NONE,38362
SVC0023695,VEH180573,D0022,2024-04-17,Oil Change,99037,5007,5249,FC105,10256
SVC0023701,VEH620792,D0225,2025-06-06,Tire Replacement,267474,34161,6006,FC103,40167
SVC0023707,VEH625004,D0156,2025-09-09,Wheel Alignment,261262,34550,12617,FC108,47167
SVC0023712,VEH649950,D0067,2024-02-12,AC Repair,10877,29926,1097,FC104,31023
SVC0023721,VEH714560,D0405,2025-10-24,Software Update,184630,14967,6818,FC102,21785
SVC0023723,VEH450841,D0131,2024-04-16,Brake Service,271762,21189,14109,FC107,35298
SVC0023725,VEH535182,D0345,2025-08-23,Battery Check,51703,16486,10757,FC102,27243
SVC0023728,VEH234120,D0177,2023-11-16,Brake Service,162747,19014,4514,FC101,23528
SVC0023729,VEH978283,D0072,2023-04-09,Brake Service,250965,9729,2390,FC106,12119
SVC0023733,VEH356257,D0070,2023-11-12,Engine Repair,61196,30235,13530,FC102,43765
SVC0023734,VEH821836,D0113,2025-09-30,Battery Check,255353,17859,2044,FC107,19903
SVC0023739,VEH836979,D0111,2024-10-24,Battery Check,148884,12924,3325,FC105,16249
SVC0023740,VEH621511,D0487,2024-12-30,Tire Replacement,181994,24145,2914,FC101,27059
SVC0023743,VEH397427,D0008,2026-03-03,AC Repair,253485,35575,3651,FC101,39226
SVC0023744,VEH963020,D0457,2025-11-09,Oil Change,221633,18550,2240,FC101,20790
SVC0023751,VEH813158,D0342,2025-03-10,Software Update,151288,31084,5871,NONE,36955
SVC0023752,VEH324082,D0242,2025-03-17,Brake Service,120403,10485,10243,NONE,20728
SVC0023757,VEH462589,D0131,2024-10-18,Wheel Alignment,17867,27573,403,FC103,27976
SVC0023759,VEH160759,D0428,2026-07-14,AC Repair,278744,34022,10052,FC107,44074
SVC0023761,VEH426346,D0061,2023-02-08,AC Repair,99177,21922,1876,FC105,23798
SVC0023762,VEH733016,D0164,2026-07-22,Brake Service,54794,27620,4071,NONE,31691
SVC0023764,VEH947787,D0272,2025-01-17,Software Update,283065,41104,8820,FC108,49924
SVC0023765,VEH229156,D0208,2026-03-20,Software Update,80586,2600,8636,FC108,11236
SVC0023766,VEH651510,D0246,2023-10-10,Software Update,73538,5510,7148,FC102,12658
SVC0023768,VEH909361,D0244,2025-07-10,Tire Replacement,196861,13838,10274,FC102,24112
SVC0023771,VEH214143,D0486,2025-08-16,Brake Service,238955,29717,533,FC101,30250
SVC0023773,VEH406439,D0038,2025-02-18,Brake Service,231048,33046,5609,FC102,38655
SVC0023774,VEH336814,D0359,2026-02-22,AC Repair,173153,42412,7320,FC107,49732
SVC0023778,VEH600534,D0048,2023-12-15,Tire Replacement,216925,5173,1863,FC108,7036
SVC0023779,VEH459609,D0105,2025-07-07,Software Update,254841,32911,6008,FC104,38919
SVC0023780,VEH978775,D0474,2024-03-01,Software Update,67566,18448,7975,FC106,26423
SVC0023781,VEH127657,D0059,2023-07-14,Oil Change,47652,24720,1035,FC103,25755
SVC0023783,VEH246059,D0428,2025-08-10,AC Repair,93172,48355,2097,FC107,50452
SVC0023784,VEH893269,D0499,2023-10-10,Battery Check,123614,19074,12235,FC102,31309
SVC0023787,VEH278887,D0055,2023-05-25,AC Repair,104396,32604,11531,FC107,44135
SVC0023792,VEH736032,D0388,2024-11-28,Tire Replacement,91526,31093,11080,FC105,42173
SVC0023797,VEH351807,D0314,2025-02-04,Oil Change,239476,34426,8524,NONE,42950
SVC0023800,VEH451473,D0067,2024-06-24,Brake Service,294623,8425,4996,FC105,13421
SVC0023804,VEH196704,D0343,2023-06-23,Wheel Alignment,157149,37028,9353,FC105,46381
SVC0023812,VEH236369,D0185,2025-05-24,Engine Repair,91492,21293,8110,FC101,29403
SVC0023815,VEH527030,D0022,2025-07-26,Wheel Alignment,79320,27249,11948,FC102,39197
SVC0023819,VEH484655,D0004,2025-07-20,Tire Replacement,181943,20173,13279,FC107,33452
SVC0023830,VEH929142,D0168,2023-12-24,Brake Service,109190,45225,8433,FC104,53658
SVC0023836,VEH222172,D0245,2023-08-05,Brake Service,138571,15953,3065,FC102,19018
SVC0023839,VEH547234,D0247,2025-05-29,Tire Replacement,240836,9389,4621,FC104,14010
SVC0023844,VEH302310,D0063,2025-12-09,Brake Service,156945,10189,2604,FC101,12793
SVC0023850,VEH517155,D0007,2026-05-17,Wheel Alignment,136313,25096,13572,FC103,38668
SVC0023852,VEH192672,D0442,2026-02-02,Software Update,162116,23747,8993,NONE,32740
SVC0023867,VEH329222,D0441,2025-08-24,Tire Replacement,104277,20945,3023,NONE,23968
SVC0023870,VEH473078,D0079,2026-03-24,Brake Service,286606,31825,8711,FC107,40536
SVC0023872,VEH957103,D0454,2024-02-05,Engine Repair,288475,17250,12968,FC104,30218
SVC0023877,VEH557431,D0067,2024-12-07,Battery Check,36053,48457,11867,FC107,60324
SVC0023879,VEH214057,D0383,2023-12-17,Oil Change,203672,7583,5552,NONE,13135
SVC0023880,VEH608964,D0368,2026-04-15,Tire Replacement,118135,19065,9298,FC101,28363
SVC0023882,VEH988596,D0316,2026-06-15,Engine Repair,56610,35020,10274,FC104,45294
SVC0023883,VEH608842,D0497,2026-05-01,Oil Change,171639,43188,1387,FC102,44575
SVC0023888,VEH249522,D0041,2025-03-06,AC Repair,161804,21443,14172,FC106,35615
SVC0023890,VEH321101,D0477,2024-05-19,Engine Repair,174490,15264,6898,FC107,22162
SVC0023893,VEH376596,D0100,2023-07-29,Brake Service,23657,22137,14873,NONE,37010
SVC0023896,VEH142301,D0345,2023-07-19,AC Repair,282061,10046,7323,FC107,17369
SVC0023897,VEH221455,D0349,2023-02-17,Brake Service,147546,23711,1796,FC107,25507
SVC0023898,VEH353860,D0139,2025-06-28,Engine Repair,98964,49652,1471,FC106,51123
SVC0023899,VEH418773,D0316,2024-02-17,AC Repair,101306,2441,5226,NONE,7667
SVC0023902,VEH932371,D0302,2023-12-14,Tire Replacement,291043,18660,5968,FC105,24628
SVC0023903,VEH653448,D0294,2025-10-07,Oil Change,260740,9755,14404,FC101,24159
SVC0023905,VEH918144,D0017,2024-06-09,Software Update,269887,37031,12128,FC101,49159
SVC0023906,VEH303496,D0322,2025-01-22,Tire Replacement,164250,49986,2299,FC104,52285
SVC0023907,VEH459251,D0456,2023-09-03,AC Repair,273123,15592,4242,FC108,19834
SVC0023908,VEH412937,D0292,2023-10-21,Brake Service,181484,4717,13977,NONE,18694
SVC0023913,VEH872442,D0014,2024-03-23,AC Repair,247105,29767,2553,FC108,32320
SVC0023914,VEH654285,D0336,2025-10-22,Tire Replacement,283478,29172,3348,FC101,32520
SVC0023915,VEH243125,D0281,2026-01-01,Tire Replacement,184619,22972,1336,FC108,24308
SVC0023920,VEH776473,D0312,2025-07-02,Oil Change,49802,49115,7121,FC101,56236
SVC0023922,VEH744358,D0129,2026-01-22,Brake Service,46821,26688,11309,FC107,37997
SVC0023923,VEH859019,D0423,2026-05-30,Wheel Alignment,207094,41546,7723,FC101,49269
SVC0023927,VEH799427,D0447,2025-03-03,Battery Check,91294,16845,8445,FC105,25290
SVC0023929,VEH573467,D0195,2026-04-28,Brake Service,128098,29681,633,FC104,30314
SVC0023930,VEH824679,D0065,2025-06-27,Battery Check,156935,40867,6378,FC101,47245
SVC0023933,VEH735103,D0277,2025-11-02,Battery Check,126019,20486,3976,FC102,24462
SVC0023934,VEH962198,D0493,2025-06-08,Tire Replacement,182215,17220,13139,FC101,30359
SVC0023942,VEH942306,D0366,2026-03-21,Software Update,129484,33549,12413,FC104,45962
SVC0023943,VEH403405,D0004,2025-04-02,Battery Check,144003,44959,10880,FC104,55839
SVC0023944,VEH399645,D0215,2025-07-10,Battery Check,8462,15419,1711,FC108,17130
SVC0023945,VEH701974,D0439,2023-12-05,Wheel Alignment,174210,14687,3522,FC102,18209
SVC0023949,VEH575118,D0209,2025-03-02,Wheel Alignment,202355,38076,8017,FC108,46093
SVC0023951,VEH711214,D0074,2025-08-16,Engine Repair,283210,42187,1250,FC103,43437
SVC0023957,VEH840464,D0460,2023-06-23,Engine Repair,286927,19311,6999,FC104,26310
SVC0023959,VEH754076,D0321,2023-11-18,Engine Repair,266972,28267,8052,FC102,36319
SVC0023962,VEH903868,D0303,2025-09-21,Brake Service,217779,3873,8115,FC101,11988
SVC0023963,VEH754818,D0322,2025-12-30,Software Update,284147,8769,14550,FC104,23319
SVC0023967,VEH918433,D0086,2023-09-12,Battery Check,223124,1691,8257,FC104,9948
SVC0023978,VEH808741,D0014,2024-02-13,Brake Service,137904,6924,772,FC107,7696
SVC0023988,VEH921591,D0386,2024-05-22,Engine Repair,286849,36405,3209,FC105,39614
SVC0023989,VEH483968,D0143,2026-02-14,Battery Check,84054,40537,4140,FC102,44677
SVC0023993,VEH696389,D0374,2026-05-06,AC Repair,285073,42793,10330,NONE,53123
SVC0023994,VEH360257,D0476,2026-01-24,Oil Change,209928,14849,6830,FC102,21679
SVC0023997,VEH692801,D0260,2026-07-13,Wheel Alignment,235912,46864,11173,FC108,58037
SVC0023998,VEH207944,D0192,2025-04-21,Engine Repair,113156,31763,6552,FC102,38315
SVC0024001,VEH909814,D0185,2024-12-18,Oil Change,279274,42912,4964,FC108,47876
SVC0024005,VEH748841,D0099,2023-12-01,Engine Repair,230207,8743,3024,FC102,11767
SVC0024006,VEH930785,D0241,2025-09-19,Battery Check,294576,15338,9564,FC105,24902
SVC0024007,VEH998456,D0491,2026-07-20,Engine Repair,58626,20690,2895,FC104,23585
SVC0024009,VEH283630,D0122,2024-03-13,Tire Replacement,292490,1600,1980,FC105,3580
SVC0024011,VEH213618,D0096,2024-11-06,Software Update,105969,912,5781,FC101,6693
SVC0024012,VEH293938,D0234,2023-09-19,Software Update,161201,4967,14015,FC108,18982
SVC0024017,VEH333861,D0015,2023-01-02,Battery Check,69105,18048,2280,FC105,20328
SVC0024019,VEH918443,D0219,2024-01-28,AC Repair,2171,16501,9536,FC106,26037
SVC0024022,VEH550756,D0147,2023-10-15,Brake Service,152520,28451,4011,FC103,32462
SVC0024023,VEH523847,D0332,2026-04-30,Wheel Alignment,11575,3990,7990,FC102,11980
SVC0024025,VEH687043,D0453,2024-10-29,Tire Replacement,34633,30899,4757,FC105,35656
SVC0024027,VEH527629,D0347,2025-03-03,AC Repair,136308,29104,9419,NONE,38523
SVC0024034,VEH517326,D0383,2026-01-22,Brake Service,286705,9162,9125,FC105,18287
SVC0024035,VEH771339,D0428,2024-11-24,AC Repair,252084,47169,9653,FC107,56822
SVC0024038,VEH900893,D0084,2023-06-02,Engine Repair,274000,5531,4120,FC103,9651
SVC0024040,VEH132002,D0041,2023-01-10,Tire Replacement,98040,5066,4318,FC105,9384
SVC0024041,VEH773118,D0352,2025-10-24,Tire Replacement,219373,25435,9036,FC102,34471
SVC0024050,VEH645252,D0406,2026-05-28,Oil Change,280894,31345,10078,NONE,41423
SVC0024053,VEH441603,D0126,2023-10-21,Software Update,69019,43202,492,FC103,43694
SVC0024054,VEH802699,D0357,2024-06-23,Wheel Alignment,229516,42901,7146,NONE,50047
SVC0024059,VEH355812,D0023,2023-04-20,Wheel Alignment,164346,19057,14316,FC102,33373
SVC0024060,VEH645478,D0189,2026-07-11,Oil Change,98351,19962,8925,FC102,28887
SVC0024064,VEH893784,D0463,2023-05-14,Engine Repair,277734,589,9672,FC104,10261
SVC0024065,VEH118349,D0082,2025-03-20,Engine Repair,202983,7295,3373,NONE,10668
SVC0024066,VEH976579,D0025,2025-09-28,Engine Repair,123470,918,13569,FC108,14487
SVC0024067,VEH958545,D0264,2023-08-25,Oil Change,162865,16936,13784,NONE,30720
SVC0024074,VEH223527,D0224,2023-07-29,Battery Check,293576,11314,5257,FC102,16571
SVC0024077,VEH693774,D0320,2026-07-06,Oil Change,44223,26942,8858,FC102,35800
SVC0024083,VEH943668,D0254,2025-12-25,Brake Service,83508,11159,11179,FC102,22338
SVC0024090,VEH476147,D0338,2024-07-16,Oil Change,226453,48548,7477,FC107,56025
SVC0024091,VEH670950,D0182,2024-02-07,Engine Repair,89773,43876,2966,FC101,46842
SVC0024103,VEH461462,D0019,2024-05-10,Software Update,88464,41632,7121,FC103,48753
SVC0024105,VEH760972,D0333,2023-07-25,Engine Repair,241516,38522,7056,FC104,45578
SVC0024111,VEH605339,D0449,2024-01-26,Software Update,166672,33610,12816,FC108,46426
SVC0024113,VEH546644,D0255,2024-12-01,Wheel Alignment,165858,42464,6838,FC108,49302
SVC0024115,VEH804655,D0114,2023-06-03,Tire Replacement,201415,37068,7757,FC102,44825
SVC0024117,VEH818978,D0160,2023-01-19,Oil Change,293708,35576,12629,NONE,48205
SVC0024121,VEH946444,D0169,2024-08-19,Wheel Alignment,168854,35262,14070,FC107,49332
SVC0024131,VEH914972,D0042,2025-07-10,Wheel Alignment,94450,8716,4597,FC106,13313
SVC0024132,VEH380019,D0354,2023-09-24,AC Repair,236317,1388,5832,FC107,7220
SVC0024133,VEH518036,D0199,2023-09-02,Software Update,189167,42857,13735,FC108,56592
SVC0024134,VEH667770,D0031,2025-11-18,Brake Service,281365,16190,453,FC105,16643
SVC0024135,VEH256187,D0180,2025-08-13,Software Update,39726,26283,8842,FC105,35125
SVC0024138,VEH934963,D0422,2024-02-06,Software Update,158619,12597,12680,FC108,25277
SVC0024139,VEH910701,D0288,2024-08-21,Wheel Alignment,197342,34431,3595,FC107,38026
SVC0024141,VEH991041,D0105,2025-09-23,Brake Service,108026,7128,7184,FC103,14312
SVC0024142,VEH633757,D0392,2025-11-16,Oil Change,2598,29274,10268,FC103,39542
SVC0024144,VEH756451,D0222,2025-11-17,Software Update,228486,3358,14425,FC103,17783
SVC0024146,VEH996151,D0105,2026-03-09,Tire Replacement,137204,19602,3758,FC107,23360
SVC0024149,VEH272223,D0127,2024-08-16,Brake Service,174768,9109,8668,FC106,17777
SVC0024150,VEH601656,D0265,2023-08-30,AC Repair,159354,36571,9074,FC105,45645
SVC0024152,VEH334602,D0252,2025-01-14,Oil Change,51593,41234,12551,FC105,53785
SVC0024154,VEH106829,D0226,2023-09-08,AC Repair,124996,20814,11991,FC103,32805
SVC0024158,VEH555342,D0233,2025-04-14,AC Repair,191354,36426,1746,FC101,38172
SVC0024159,VEH729557,D0493,2026-07-20,Tire Replacement,70017,16897,12418,FC106,29315
SVC0024161,VEH508196,D0488,2023-12-10,Battery Check,244774,20543,13074,FC103,33617
SVC0024165,VEH974208,D0381,2024-04-07,Engine Repair,184995,39830,13394,FC107,53224
SVC0024170,VEH178702,D0432,2024-07-27,Wheel Alignment,128632,17291,4901,FC107,22192
SVC0024174,VEH953869,D0190,2023-07-08,Brake Service,157018,14332,14977,FC106,29309
SVC0024180,VEH126723,D0336,2024-03-27,Battery Check,251276,40186,8887,FC108,49073
SVC0024181,VEH150243,D0495,2023-06-21,AC Repair,140823,1717,4165,NONE,5882
SVC0024186,VEH741799,D0380,2026-05-27,Brake Service,220414,16406,3518,FC106,19924
SVC0024193,VEH176716,D0092,2025-05-26,Brake Service,136377,30335,4823,FC102,35158
SVC0024194,VEH999507,D0129,2026-05-20,Wheel Alignment,202472,27222,5000,FC107,32222
SVC0024195,VEH873566,D0321,2025-04-25,Tire Replacement,158011,46822,13643,NONE,60465
SVC0024198,VEH575148,D0148,2024-09-14,Oil Change,79961,13655,13880,NONE,27535
SVC0024199,VEH527599,D0432,2023-11-04,Engine Repair,129238,6749,845,FC101,7594
SVC0024200,VEH911235,D0328,2025-11-07,Wheel Alignment,59780,33247,2549,NONE,35796
SVC0024202,VEH760117,D0218,2024-02-19,Tire Replacement,164396,32520,14109,FC107,46629
SVC0024206,VEH564848,D0409,2024-03-24,Software Update,189087,25988,10052,FC103,36040
SVC0024208,VEH531106,D0460,2025-11-13,Oil Change,56152,17545,11435,FC102,28980
SVC0024211,VEH152742,D0192,2023-07-01,Oil Change,275678,44718,2254,FC105,46972
SVC0024215,VEH768470,D0360,2025-05-12,AC Repair,181423,17235,13218,FC103,30453
SVC0024217,VEH383242,D0453,2023-07-30,Brake Service,202016,2135,7027,FC107,9162
SVC0024220,VEH562054,D0290,2024-02-22,AC Repair,260873,25047,13243,FC105,38290
SVC0024222,VEH727924,D0317,2025-12-25,Oil Change,64561,44790,8049,FC108,52839
SVC0024226,VEH161008,D0065,2024-05-28,AC Repair,94183,40835,1831,FC105,42666
SVC0024229,VEH246518,D0498,2026-02-24,Brake Service,11560,30228,13810,NONE,44038
SVC0024231,VEH522806,D0463,2025-05-27,Brake Service,122032,17487,14237,NONE,31724
SVC0024233,VEH531642,D0403,2024-12-30,Oil Change,111450,16762,666,FC103,17428
SVC0024236,VEH725278,D0069,2023-11-06,Wheel Alignment,12563,28188,7172,FC101,35360
SVC0024239,VEH120407,D0039,2026-07-18,AC Repair,199821,18531,1120,FC102,19651
SVC0024240,VEH682446,D0069,2026-05-07,Software Update,190559,34924,3812,FC103,38736
SVC0024243,VEH882094,D0339,2026-01-30,Brake Service,104682,21719,7211,NONE,28930
SVC0024244,VEH615998,D0431,2023-07-22,AC Repair,262046,45828,11255,FC105,57083
SVC0024245,VEH860205,D0204,2025-04-29,Wheel Alignment,244690,33510,5913,FC108,39423
SVC0024248,VEH597171,D0063,2024-07-22,Oil Change,91375,29028,12413,FC108,41441
SVC0024249,VEH503149,D0332,2026-02-27,Battery Check,184693,47998,14580,FC102,62578
SVC0024250,VEH150011,D0082,2025-11-28,Battery Check,222413,4726,3702,FC106,8428
SVC0024253,VEH833248,D0496,2023-02-25,Software Update,180686,7370,3921,NONE,11291
SVC0024255,VEH170038,D0034,2023-11-30,Tire Replacement,50867,7924,1402,FC106,9326
SVC0024257,VEH915519,D0097,2025-06-06,Engine Repair,143088,36648,14726,FC101,51374
SVC0024258,VEH376347,D0049,2025-10-31,Engine Repair,103291,49948,14115,FC103,64063
SVC0024261,VEH649434,D0189,2023-09-18,AC Repair,213412,23665,1162,FC104,24827
SVC0024266,VEH304753,D0473,2026-04-17,Engine Repair,191699,40494,8683,FC108,49177
SVC0024270,VEH343388,D0315,2023-08-09,Engine Repair,244297,26092,2273,FC102,28365
SVC0024272,VEH239110,D0417,2024-12-05,Brake Service,249540,3693,7863,FC102,11556
SVC0024275,VEH849646,D0481,2023-10-16,Tire Replacement,37022,16632,10617,FC103,27249
SVC0024276,VEH279567,D0215,2024-11-22,AC Repair,76867,27818,7717,FC103,35535
SVC0024278,VEH461487,D0267,2025-02-04,Engine Repair,222053,7570,1422,FC103,8992
SVC0024291,VEH182412,D0431,2025-10-23,Oil Change,48442,5863,3508,FC105,9371
SVC0024293,VEH271319,D0428,2024-05-27,Software Update,72081,20129,9228,NONE,29357
SVC0024297,VEH329502,D0190,2023-04-07,Battery Check,296698,36164,2084,FC108,38248
SVC0024300,VEH349532,D0066,2025-08-11,Tire Replacement,231471,1178,11672,FC103,12850
SVC0024301,VEH965250,D0460,2024-04-25,Brake Service,205647,20756,8262,FC103,29018
SVC0024304,VEH433191,D0279,2024-02-18,Battery Check,15834,33372,3028,FC102,36400
SVC0024306,VEH590448,D0209,2023-11-12,Brake Service,149305,31131,12184,FC106,43315
SVC0024307,VEH619829,D0415,2024-11-17,Software Update,143825,33599,12534,FC103,46133
SVC0024311,VEH494244,D0220,2026-04-18,Oil Change,218519,47856,2479,FC107,50335
SVC0024312,VEH227154,D0257,2025-02-26,Battery Check,98809,24623,14928,FC105,39551
SVC0024315,VEH569226,D0229,2025-10-25,AC Repair,254319,28004,12724,FC101,40728
SVC0024316,VEH177946,D0119,2026-05-23,Engine Repair,195039,13570,8869,FC103,22439
SVC0024317,VEH800318,D0440,2024-04-29,Tire Replacement,297262,25605,2962,FC108,28567
SVC0024320,VEH422015,D0450,2026-03-25,Wheel Alignment,137469,15586,4327,FC102,19913
SVC0024321,VEH377451,D0036,2024-08-21,Brake Service,188595,46734,12693,FC104,59427
SVC0024322,VEH721338,D0335,2025-02-02,Tire Replacement,31651,5187,2812,FC102,7999
SVC0024329,VEH247693,D0315,2023-12-06,AC Repair,12830,27051,358,FC102,27409
SVC0024330,VEH514804,D0020,2025-08-24,Software Update,186605,27497,1644,FC104,29141
SVC0024337,VEH388769,D0238,2024-06-20,Software Update,269797,20370,12745,FC101,33115
SVC0024343,VEH815179,D0123,2023-09-05,Engine Repair,261267,31144,1408,FC101,32552
SVC0024344,VEH362276,D0440,2024-05-29,Oil Change,233759,42844,6401,FC107,49245
SVC0024347,VEH517710,D0419,2025-12-30,Wheel Alignment,223747,14409,5998,FC102,20407
SVC0024349,VEH660130,D0455,2024-07-30,Tire Replacement,285814,14964,8378,FC102,23342
SVC0024350,VEH213542,D0198,2023-01-10,Battery Check,3964,20921,8456,NONE,29377
SVC0024351,VEH248660,D0282,2023-08-25,Oil Change,64180,10338,2764,FC105,13102
SVC0024357,VEH638329,D0332,2026-04-09,AC Repair,34813,6635,1979,FC107,8614
SVC0024359,VEH295714,D0087,2023-04-09,Battery Check,231352,39015,11146,FC103,50161
SVC0024366,VEH615454,D0274,2024-05-14,Brake Service,46498,10725,8867,FC105,19592
SVC0024367,VEH960498,D0041,2025-02-10,Engine Repair,280742,16919,1954,FC103,18873
SVC0024368,VEH717604,D0147,2025-03-14,Wheel Alignment,34245,954,1780,NONE,2734
SVC0024369,VEH662292,D0246,2026-05-28,Wheel Alignment,46560,32216,1870,FC105,34086
SVC0024371,VEH291251,D0449,2023-10-01,Brake Service,294112,6639,9094,NONE,15733
SVC0024376,VEH644656,D0192,2026-05-16,Brake Service,38159,42514,2326,FC107,44840
SVC0024380,VEH672653,D0434,2025-12-18,Software Update,25912,45645,3377,FC101,49022
SVC0024382,VEH870229,D0022,2023-08-02,Wheel Alignment,93481,30502,10561,FC105,41063
SVC0024383,VEH970053,D0402,2023-12-29,Battery Check,109160,42832,6987,FC106,49819
SVC0024386,VEH866748,D0292,2026-02-21,Battery Check,108060,35405,13829,FC106,49234
SVC0024390,VEH345224,D0376,2023-02-23,Oil Change,215555,23023,10186,FC103,33209
SVC0024396,VEH665559,D0441,2024-11-17,Wheel Alignment,138370,7378,7121,FC103,14499
SVC0024398,VEH220570,D0197,2026-02-06,Battery Check,20126,44965,8192,FC105,53157
SVC0024401,VEH285825,D0312,2025-11-28,Software Update,126411,5896,8154,FC105,14050
SVC0024402,VEH669913,D0212,2025-12-23,Battery Check,283987,6857,8632,FC102,15489
SVC0024404,VEH433910,D0290,2026-01-15,Engine Repair,234211,26775,6903,FC107,33678
SVC0024410,VEH886716,D0306,2025-09-05,Engine Repair,53664,16053,6922,FC102,22975
