claim_id,vehicle_id,claim_date,component,claim_amount,claim_status
CLM001231,BMWV0152,2024-07-05,Cooling System,1711.24,Approved
CLM001232,BMWV0139,2025-07-27,Suspension,1925.03,Approved
CLM001233,BMWV0110,2024-12-02,Air Conditioning,1821.24,Approved
CLM001234,BMWV0183,2025-11-06,Steering,2554.38,Approved
CLM001235,BMWV0028,2025-07-21,Engine,7616.96,Rejected
CLM001236,BMWV0197,2025-09-14,Air Conditioning,1057.56,Approved
CLM001237,BMWV0191,2025-12-30,Brake System,1331.69,Pending
CLM001238,BMWV0059,2024-08-27,Steering,1134.04,Rejected
CLM001239,BMWV0133,2025-06-16,Brake System,1798.97,Approved
CLM001240,BMWV0051,2024-05-20,Electrical System,861.07,Pending
CLM001241,BMWV0149,2024-09-21,Brake System,265.68,Approved
CLM001242,BMWV0012,2024-05-18,Brake System,480.65,Rejected
CLM001243,BMWV0050,2025-04-03,Suspension,2262.09,Approved
CLM001244,BMWV0132,2024-03-10,Electrical System,1729.71,Approved
CLM001245,BMWV0113,2025-01-19,Electrical System,1732.0,Approved
CLM001246,BMWV0170,2025-09-21,Brake System,1730.29,Approved
CLM001247,BMWV0166,2024-07-16,Brake System,1675.43,Approved
CLM001248,BMWV0153,2024-07-23,Suspension,1146.87,Approved
CLM001249,BMWV0014,2025-12-26,Steering,983.1,Approved
CLM001250,BMWV0032,2025-07-21,Air Conditioning,1904.54,Pending
CLM001251,BMWV0139,2026-03-09,Fuel System,2297.94,Approved
CLM001252,BMWV0189,2026-03-15,Steering,1831.07,Approved
CLM001253,BMWV0146,2025-11-17,Electrical System,2314.16,Approved
CLM001254,BMWV0155,2026-05-08,Air Conditioning,750.98,Approved
CLM001255,BMWV0055,2026-05-31,Fuel System,2071.73,Pending
CLM001256,BMWV0182,2026-08-31,Electrical System,2322.79,Approved
CLM001257,BMWV0120,2025-10-01,Steering,1733.96,Approved
CLM001258,BMWV0075,2025-03-06,Air Conditioning,367.21,Approved
CLM001259,BMWV0021,2026-06-08,Electrical System,3230.99,Approved
CLM001260,BMWV0172,2024-11-20,Transmission,4577.26,Rejected
CLM001261,BMWV0133,2025-03-17,Battery,1528.57,Approved
CLM001262,BMWV0087,2026-03-14,Cooling System,1573.41,Pending
CLM001263,BMWV0169,2024-10-14,Air Conditioning,1571.05,Approved
CLM001264,BMWV0059,2024-08-13,Electrical System,1982.47,Pending
CLM001265,BMWV0089,2024-03-04,Fuel System,1893.92,Approved
CLM001266,BMWV0182,2026-08-24,Electrical System,2160.65,Rejected
CLM001267,BMWV0150,2026-07-26,Brake System,1719.04,Pending
CLM001268,BMWV0083,2025-07-13,Suspension,528.87,Pending
CLM001269,BMWV0065,2025-12-14,Air Conditioning,457.18,Approved
CLM001270,BMWV0064,2025-05-12,Transmission,2368.36,Approved
CLM001271,BMWV0071,2026-04-28,Brake System,1319.77,Approved
CLM001272,BMWV0004,2026-07-14,Brake System,1250.67,Approved
CLM001273,BMWV0193,2026-07-05,Battery,4535.85,Approved
CLM001274,BMWV0143,2024-02-29,Brake System,1385.96,Approved
CLM001275,BMWV0104,2025-01-31,Battery,2885.93,Approved
CLM001276,BMWV0150,2024-09-13,Transmission,6459.16,Approved
CLM001277,BMWV0175,2025-07-30,Battery,1844.26,Approved
CLM001278,BMWV0093,2024-08-26,Engine,7382.38,Approved
CLM001279,BMWV0174,2026-03-11,Electrical System,1665.73,Approved
CLM001280,BMWV0142,2024-02-07,Steering,2104.27,Approved
CLM001281,BMWV0178,2024-01-25,Air Conditioning,1668.17,Approved
CLM001282,BMWV0148,2025-02-13,Battery,3425.14,Approved
CLM001283,BMWV0178,2025-04-05,Engine,2741.4,Pending
CLM001284,BMWV0112,2025-07-24,Transmission,3714.76,Pending
CLM001285,BMWV0161,2025-02-20,Electrical System,2096.6,Pending
CLM001286,BMWV0119,2024-12-22,Transmission,5745.22,Rejected
CLM001287,BMWV0059,2025-01-17,Electrical System,1719.67,Approved
CLM001288,BMWV0043,2026-03-19,Transmission,6093.74,Approved
CLM001289,BMWV0012,2024-06-06,Steering,1572.95,Approved
CLM001290,BMWV0040,2025-07-22,Battery,3059.75,Approved
CLM001291,BMWV0118,2025-03-08,Transmission,5481.43,Approved
CLM001292,BMWV0020,2024-02-17,Steering,1936.82,Approved
CLM001293,BMWV0166,2024-11-23,Battery,4828.94,Approved
CLM001294,BMWV0131,2025-03-08,Engine,6224.25,Approved
CLM001295,BMWV0156,2025-03-06,Electrical System,1972.67,Rejected
CLM001296,BMWV0184,2024-02-25,Electrical System,375.49,Approved
CLM001297,BMWV0090,2025-07-30,Air Conditioning,1056.78,Approved
CLM001298,BMWV0094,2024-09-24,Transmission,2996.24,Approved
CLM001299,BMWV0013,2024-03-09,Brake System,1409.56,Approved
CLM001300,BMWV0066,2025-12-28,Transmission,2541.39,Approved
CLM001301,BMWV0037,2026-06-20,Engine,3174.97,Pending
CLM001302,BMWV0177,2025-08-23,Steering,933.27,Approved
CLM001303,BMWV0066,2025-03-24,Air Conditioning,494.95,Approved
CLM001304,BMWV0036,2026-03-03,Battery,2037.33,Approved
CLM001305,BMWV0182,2024-09-13,Electrical System,3134.95,Approved
CLM001306,BMWV0026,2025-11-02,Transmission,5374.64,Rejected
CLM001307,BMWV0075,2025-05-04,Fuel System,1930.79,Approved
CLM001308,BMWV0200,2026-01-15,Engine,7142.16,Approved
CLM001309,BMWV0108,2025-10-04,Engine,3605.1,Pending
CLM001310,BMWV0168,2024-02-18,Brake System,1625.53,Rejected
CLM001311,BMWV0043,2025-10-20,Electrical System,739.37,Approved
CLM001312,BMWV0150,2024-11-11,Electrical System,1376.31,Approved
CLM001313,BMWV0148,2025-02-16,Engine,5731.21,Approved
CLM001314,BMWV0008,2025-03-09,Battery,1142.49,Approved
CLM001315,BMWV0029,2024-01-02,Brake System,1381.7,Approved
CLM001316,BMWV0040,2026-04-20,Transmission,3436.23,Rejected
CLM001317,BMWV0158,2026-08-09,Steering,2450.23,Approved
CLM001318,BMWV0128,2024-05-24,Engine,5102.41,Rejected
CLM001319,BMWV0084,2026-08-13,Brake System,530.36,Approved
CLM001320,BMWV0116,2024-12-31,Air Conditioning,1682.79,Approved
CLM001321,BMWV0183,2025-02-23,Transmission,2760.72,Approved
CLM001322,BMWV0144,2025-07-26,Electrical System,1870.59,Pending
CLM001323,BMWV0174,2026-02-23,Steering,642.61,Rejected
CLM001324,BMWV0062,2025-07-14,Transmission,4589.33,Approved
CLM001325,BMWV0007,2026-04-23,Fuel System,1781.59,Approved
CLM001326,BMWV0045,2025-03-19,Electrical System,1511.76,Approved
CLM001327,BMWV0187,2026-07-04,Transmission,6272.11,Pending
CLM001328,BMWV0184,2025-03-09,Brake System,1604.96,Rejected
CLM001329,BMWV0176,2025-10-04,Battery,3744.15,Approved
CLM001330,BMWV0155,2025-07-08,Air Conditioning,1641.62,Approved
CLM001331,BMWV0181,2024-02-26,Suspension,1005.76,Approved
CLM001332,BMWV0088,2025-07-15,Steering,2124.88,Approved
CLM001333,BMWV0073,2026-08-21,Cooling System,716.23,Approved
CLM001334,BMWV0163,2024-06-26,Suspension,745.61,Approved
CLM001335,BMWV0179,2024-10-19,Electrical System,3498.3,Rejected
CLM001336,BMWV0037,2024-02-15,Battery,3376.22,Approved
CLM001337,BMWV0119,2024-06-18,Electrical System,1679.16,Pending
CLM001338,BMWV0057,2024-09-27,Engine,3730.7,Approved
CLM001339,BMWV0008,2025-02-20,Suspension,1849.41,Approved
CLM001340,BMWV0095,2026-04-27,Brake System,326.87,Approved
CLM001341,BMWV0117,2024-05-18,Engine,2434.36,Approved
CLM001342,BMWV0110,2024-09-03,Engine,2020.14,Approved
CLM001343,BMWV0020,2024-05-27,Battery,2846.43,Approved
CLM001344,BMWV0124,2024-08-17,Electrical System,2221.94,Approved
CLM001345,BMWV0053,2026-03-02,Brake System,346.84,Approved
CLM001346,BMWV0119,2025-09-28,Electrical System,2607.92,Approved
CLM001347,BMWV0012,2025-12-04,Brake System,607.11,Approved
CLM001348,BMWV0177,2025-01-08,Air Conditioning,1586.14,Approved
CLM001349,BMWV0017,2024-03-20,Transmission,6409.49,Approved
CLM001350,BMWV0064,2025-08-28,Engine,6430.41,Approved
CLM001351,BMWV0042,2026-01-07,Electrical System,3126.22,Approved
CLM001352,BMWV0094,2024-03-05,Brake System,1719.71,Pending
CLM001353,BMWV0157,2024-03-28,Engine,5061.23,Approved
CLM001354,BMWV0147,2024-03-28,Battery,3720.0,Approved
CLM001355,BMWV0011,2025-12-13,Engine,7508.19,Approved
CLM001356,BMWV0098,2025-12-26,Brake System,802.74,Approved
CLM001357,BMWV0178,2024-07-22,Battery,1824.01,Rejected
CLM001358,BMWV0071,2026-07-01,Electrical System,3329.12,Approved
CLM001359,BMWV0108,2025-01-16,Suspension,2143.13,Approved
CLM001360,BMWV0058,2025-08-23,Transmission,2598.41,Approved
CLM001361,BMWV0034,2025-04-20,Cooling System,1243.08,Approved
CLM001362,BMWV0020,2025-07-26,Brake System,1484.5,Approved
CLM001363,BMWV0050,2026-02-21,Electrical System,2050.6,Approved
CLM001364,BMWV0102,2025-08-28,Air Conditioning,1517.41,Approved
CLM001365,BMWV0138,2026-03-29,Air Conditioning,1719.85,Rejected
CLM001366,BMWV0160,2025-06-22,Brake System,1214.11,Approved
CLM001367,BMWV0052,2024-08-01,Battery,3022.34,Approved
CLM001368,BMWV0015,2024-03-14,Engine,6822.42,Approved
CLM001369,BMWV0084,2024-03-01,Engine,6674.67,Approved
CLM001370,BMWV0131,2025-11-28,Battery,3408.45,Approved
CLM001371,BMWV0037,2025-06-26,Battery,2247.09,Approved
CLM001372,BMWV0126,2024-08-06,Battery,2444.99,Approved
CLM001373,BMWV0040,2024-01-12,Engine,8301.94,Pending
CLM001374,BMWV0072,2026-03-24,Suspension,669.73,Rejected
CLM001375,BMWV0040,2025-02-18,Steering,1134.69,Approved
CLM001376,BMWV0056,2024-02-01,Fuel System,1408.66,Approved
CLM001377,BMWV0151,2024-06-08,Brake System,1546.93,Approved
CLM001378,BMWV0104,2024-08-24,Air Conditioning,569.17,Approved
CLM001379,BMWV0139,2026-01-08,Steering,1156.23,Approved
CLM001380,BMWV0110,2024-06-29,Battery,982.93,Approved
CLM001381,BMWV0192,2026-04-08,Battery,3735.74,Approved
CLM001382,BMWV0136,2025-07-11,Fuel System,862.15,Approved
CLM001383,BMWV0093,2024-12-06,Brake System,852.45,Approved
CLM001384,BMWV0094,2025-04-02,Brake System,937.74,Rejected
CLM001385,BMWV0056,2024-03-20,Transmission,5956.57,Approved
CLM001386,BMWV0060,2025-10-08,Engine,4555.91,Approved
CLM001387,BMWV0138,2026-02-10,Steering,820.32,Approved
CLM001388,BMWV0039,2026-03-30,Electrical System,1977.81,Approved
CLM001389,BMWV0028,2026-01-28,Battery,4840.72,Approved
CLM001390,BMWV0049,2025-04-17,Transmission,4538.43,Approved
CLM001391,BMWV0164,2025-11-01,Electrical System,3446.84,Approved
CLM001392,BMWV0125,2025-12-15,Electrical System,2991.54,Approved
CLM001393,BMWV0013,2024-04-21,Transmission,1679.83,Approved
CLM001394,BMWV0036,2024-10-18,Steering,2128.92,Pending
CLM001395,BMWV0101,2026-08-07,Engine,3721.34,Approved
CLM001396,BMWV0026,2026-04-01,Battery,3106.35,Approved
CLM001397,BMWV0086,2025-09-22,Air Conditioning,794.72,Approved
CLM001398,BMWV0004,2025-01-17,Transmission,3244.35,Approved
CLM001399,BMWV0082,2024-01-17,Steering,2804.08,Approved
CLM001400,BMWV0192,2025-05-07,Suspension,895.94,Approved
CLM001401,BMWV0166,2024-11-26,Suspension,2497.86,Approved
CLM001402,BMWV0127,2026-07-14,Engine,2004.07,Approved
CLM001403,BMWV0088,2026-01-08,Engine,2408.87,Approved
CLM001404,BMWV0127,2026-05-22,Transmission,5773.38,Approved
CLM001405,BMWV0120,2025-04-30,Brake System,1227.36,Approved
CLM001406,BMWV0022,2025-02-09,Suspension,2193.37,Approved
CLM001407,BMWV0130,2024-04-26,Steering,984.02,Approved
CLM001408,BMWV0031,2025-07-08,Air Conditioning,1297.31,Approved
CLM001409,BMWV0119,2026-05-29,Fuel System,1935.02,Approved
CLM001410,BMWV0011,2024-04-24,Suspension,1905.55,Approved
CLM001411,BMWV0046,2026-03-05,Battery,2728.3,Approved
CLM001412,BMWV0096,2025-07-02,Transmission,6298.92,Approved
CLM001413,BMWV0190,2026-03-24,Air Conditioning,1568.51,Approved
CLM001414,BMWV0197,2025-09-16,Transmission,6038.75,Approved
CLM001415,BMWV0192,2025-06-30,Engine,6689.46,Approved
CLM001416,BMWV0010,2025-10-05,Brake System,1389.97,Approved
CLM001417,BMWV0168,2024-12-01,Steering,654.05,Approved
CLM001418,BMWV0128,2024-12-01,Engine,4208.41,Approved
CLM001419,BMWV0152,2026-07-10,Suspension,2460.09,Approved
CLM001420,BMWV0099,2026-06-07,Steering,1043.14,Approved
CLM001421,BMWV0172,2026-01-09,Brake System,429.03,Approved
CLM001422,BMWV0112,2024-05-26,Engine,3984.91,Approved
CLM001423,BMWV0060,2024-05-01,Transmission,2602.19,Approved
CLM001424,BMWV0190,2024-03-21,Air Conditioning,2054.31,Approved
CLM001425,BMWV0087,2025-11-15,Air Conditioning,1942.53,Approved
CLM001426,BMWV0145,2025-10-27,Fuel System,1424.32,Pending
CLM001427,BMWV0065,2025-10-23,Electrical System,496.3,Approved
CLM001428,BMWV0057,2025-01-09,Engine,6587.57,Approved
CLM001429,BMWV0183,2025-07-23,Engine,5976.86,Approved
CLM001430,BMWV0106,2024-03-03,Air Conditioning,2142.58,Approved
CLM001431,BMWV0181,2025-05-18,Transmission,4294.77,Approved
CLM001432,BMWV0184,2025-10-29,Battery,2146.49,Rejected
CLM001433,BMWV0009,2025-03-24,Brake System,1054.48,Approved
CLM001434,BMWV0022,2025-03-03,Engine,8361.06,Approved
CLM001435,BMWV0141,2026-05-17,Transmission,4981.81,Approved
CLM001436,BMWV0089,2025-03-02,Battery,3589.5,Approved
CLM001437,BMWV0176,2025-02-24,Transmission,2703.41,Approved
CLM001438,BMWV0018,2024-11-17,Engine,6782.14,Approved
CLM001439,BMWV0115,2026-07-01,Air Conditioning,1713.03,Approved
CLM001440,BMWV0168,2025-11-10,Steering,1259.09,Approved
CLM001441,BMWV0145,2024-06-14,Transmission,3918.57,Rejected
CLM001442,BMWV0143,2025-08-19,Suspension,1107.05,Rejected
CLM001443,BMWV0106,2026-08-14,Battery,1812.43,Approved
CLM001444,BMWV0015,2025-10-10,Brake System,290.14,Approved
CLM001445,BMWV0063,2025-04-05,Steering,1177.29,Approved
CLM001446,BMWV0167,2025-04-03,Suspension,1729.53,Approved
CLM001447,BMWV0013,2024-07-07,Suspension,403.84,Approved
CLM001448,BMWV0081,2025-04-08,Engine,3697.57,Approved
CLM001449,BMWV0032,2026-06-30,Engine,7705.45,Approved
CLM001450,BMWV0137,2025-01-13,Fuel System,1626.34,Approved
CLM001451,BMWV0040,2024-01-02,Battery,3313.81,Pending
CLM001452,BMWV0148,2025-09-09,Transmission,3516.82,Approved
CLM001453,BMWV0082,2024-12-29,Air Conditioning,1569.12,Approved
CLM001454,BMWV0077,2024-03-12,Steering,934.33,Approved
CLM001455,BMWV0191,2025-03-02,Steering,2537.8,Approved
CLM001456,BMWV0076,2025-09-29,Battery,1201.76,Approved
CLM001457,BMWV0172,2024-06-18,Steering,2122.8,Pending
CLM001458,BMWV0038,2024-07-23,Engine,4085.7,Approved
CLM001459,BMWV0188,2026-04-04,Engine,6808.34,Pending
CLM001460,BMWV0071,2024-12-02,Electrical System,2059.25,Approved
CLM001461,BMWV0048,2025-04-16,Engine,4830.77,Approved
CLM001462,BMWV0018,2024-07-13,Battery,1428.52,Approved
CLM001463,BMWV0144,2025-10-31,Air Conditioning,1491.8,Approved
CLM001464,BMWV0183,2025-10-14,Battery,4891.51,Approved
CLM001465,BMWV0039,2024-10-01,Transmission,5628.02,Rejected
CLM001466,BMWV0196,2024-01-07,Transmission,1800.04,Rejected
CLM001467,BMWV0187,2026-06-23,Brake System,833.16,Rejected
CLM001468,BMWV0089,2025-07-19,Brake System,1684.65,Approved
CLM001469,BMWV0062,2025-09-07,Suspension,1607.3,Rejected
CLM001470,BMWV0141,2026-05-03,Suspension,1989.07,Approved
CLM001471,BMWV0109,2026-04-29,Brake System,1664.53,Approved
CLM001472,BMWV0081,2025-07-26,Steering,2678.18,Approved
CLM001473,BMWV0134,2025-08-21,Engine,5162.2,Approved
CLM001474,BMWV0077,2026-02-08,Transmission,3688.23,Approved
CLM001475,BMWV0188,2024-06-26,Steering,1316.22,Approved
CLM001476,BMWV0090,2024-08-29,Battery,3791.78,Approved
CLM001477,BMWV0014,2024-07-21,Cooling System,902.67,Pending
CLM001478,BMWV0095,2025-06-26,Brake System,637.33,Approved
CLM001479,BMWV0054,2026-03-11,Suspension,1255.0,Approved
CLM001480,BMWV0132,2025-04-06,Battery,1462.02,Rejected
CLM001481,BMWV0039,2024-03-20,Battery,3689.02,Pending
CLM001482,BMWV0072,2025-06-06,Battery,3349.83,Approved
CLM001483,BMWV0025,2025-02-20,Air Conditioning,1191.61,Rejected
CLM001484,BMWV0077,2026-02-04,Electrical System,1549.04,Pending
CLM001485,BMWV0160,2025-01-18,Cooling System,2209.03,Pending
CLM001486,BMWV0187,2025-01-25,Transmission,1645.62,Pending
CLM001487,BMWV0191,2026-06-14,Engine,6953.02,Approved
CLM001488,BMWV0166,2026-03-09,Battery,4578.21,Approved
CLM001489,BMWV0120,2025-11-18,Electrical System,1728.33,Approved
CLM001490,BMWV0053,2024-05-05,Steering,1854.26,Approved
CLM001491,BMWV0195,2025-05-08,Battery,4761.19,Approved
CLM001492,BMWV0156,2024-02-16,Air Conditioning,663.94,Approved
CLM001493,BMWV0131,2025-12-18,Battery,2936.58,Approved
CLM001494,BMWV0150,2025-04-20,Electrical System,1819.11,Approved
CLM001495,BMWV0096,2026-08-06,Fuel System,905.54,Approved
CLM001496,BMWV0166,2025-09-10,Transmission,5592.97,Rejected
CLM001497,BMWV0200,2025-04-08,Battery,4568.28,Approved
CLM001498,BMWV0072,2026-02-25,Cooling System,1942.06,Approved
CLM001499,BMWV0062,2026-04-28,Steering,948.17,Approved
CLM001500,BMWV0185,2024-05-02,Electrical System,577.6,Approved
